"gene" "delta_mean" "pooled_sd" "effect_size" "confidence_interval_95_lower" "confidence_interval_95_upper" "abs_effect_ntile" "logFC" "t.ord" "t.mod" "p.ord" "p.mod" "q.ord" "q.mod" "df.r" "df.0" "s2.0" "s2" "s2.post" "protein"
"APOA1" 1.16503944026325 0.819594134399679 1.4214833798397 0.583869164238593 2.25909759544081 79 -1.19516977061489 -3.82355295711251 -3.97532432329423 0.000618655452788336 0.000353666087363018 0.000621088413781709 0.000393892663302384 30 3.52904206673877 0.193722553388551 0.67173454514236 0.621422209229303 "P02647"
"APOA2" 1.18565194490892 0.865097719704914 1.37054105900701 0.538201119197158 2.20288099881686 77 -1.21631535727726 -3.68652661953832 -3.83931623597897 0.000896585560736141 0.000520093366043536 0.000802760913567454 0.000526956288580907 30 3.52904206673877 0.193722553388551 0.748394064638642 0.690013061908923 "P02652"
"APOA4" 0.283414845874186 0.704642015557416 -0.402211108075903 -1.16803610319608 0.36361388704427 25 0.290744540164036 1.08188072648485 1.11836867402051 0.287925548696484 0.271358576712939 0.0802335186727086 0.0752685549094687 30 3.52904206673877 0.193722553388551 0.496520370088818 0.464649902965871 "P06727"
"APOB" 2.20986210355023 1.27852960394997 -1.72844030886962 -2.60106437782845 -0.855816239910786 92 2.26701370967653 4.64921584585543 4.88116300122082 6.26180895896063e-05 2.52520432412281e-05 0.000148250383426107 7.22407286398058e-05 30 3.52904206673877 0.193722553388551 1.63463794817646 1.48297685888269 "P04114"
"APOC1" 0.407518500338492 1.13377554738894 0.359434899859146 -0.405071719083119 1.12394151880141 22 -0.418057771898971 -0.966819868411585 -1.01316373076704 0.34136406683295 0.318237838192595 0.0917788665079687 0.0847280139673769 30 3.52904206673877 0.193722553388551 1.28544699185709 1.17053940037346 "P02654"
"APOC3" 0.205024212815151 1.23481456236199 -0.166036439044722 -0.926416062040641 0.594343183951197 10 0.210326563146578 0.44661029914361 0.468659370458727 0.658363865685025 0.642345980726835 0.14992057792686 0.14439418226272 30 3.52904206673877 0.193722553388551 1.52476700342122 1.38467019279614 "P02656"
"APOD" 0.516025697644722 0.878112481979196 0.587653299816034 -0.185557621223378 1.36086422085545 39 -0.529371189825189 -1.58068926034288 -1.64691769017495 0.124436329024219 0.10891729228351 0.0429635347376513 0.0376565175832604 30 3.52904206673877 0.193722553388551 0.771081531007664 0.710312597747612 "P05090"
"APOE" 0.32248473429144 0.571678249462282 0.564101808306976 -0.208022123090588 1.33622573970454 37 -0.330824856730012 -1.51733968040335 -1.5509432570383 0.139649248830765 0.130304187321569 0.0471251662931631 0.0434049460953641 30 3.52904206673877 0.193722553388551 0.326816020908259 0.312807495262036 "P02649"
"APOH" 0.141330836739869 0.54393844528626 0.259828732395428 -0.502175632996269 1.02183309778713 16 -0.14498594458659 -0.698895908445561 -0.711950999223389 0.490000330324438 0.481419928913017 0.1214049634766 0.117456931225897 30 3.52904206673877 0.193722553388551 0.295869032260434 0.285117779057596 "P02749"
"APOL1" 0.306453931153194 0.697892437178925 0.439113414657373 -0.327965794009326 1.20619262332407 28 -0.314379463855432 -1.18114176988148 -1.22045707645601 0.246825828063414 0.230805870524463 0.0722430864252147 0.0679722930092689 30 3.52904206673877 0.193722553388551 0.48705385387154 0.456179768747511 "O14791"
"APOM" 0.259648692796093 0.757043249505702 0.342977356928585 -0.421060935963007 1.10701564982018 21 -0.266363745195992 -0.922551825723636 -0.956475014533375 0.36360138021526 0.345678367893468 0.0961574594051007 0.0900616595363595 30 3.52904206673877 0.193722553388551 0.573114481622152 0.533182232085989 "O95445"
"APP" 0.76853392599398 0.408070024752601 1.88333834728468 0.991084212872653 2.7755924816967 96 -0.788409803390376 -5.06586570700232 -5.02287002674285 1.93426544173341e-05 1.65928443797203e-05 8.28584304972273e-05 6.37078594040095e-05 30 3.52904206673877 0.193722553388551 0.166521145101588 0.169384182880245 "P05067"
"ARHGDIB" 0.820203306857424 0.603229001181136 -1.35968812051716 -2.19092506668278 -0.528451174351541 76 0.841415461345116 3.65733402703618 3.75080469865015 0.000969886879053288 0.00066707560820731 0.000836202654869068 0.00063067763043636 30 3.52904206673877 0.193722553388551 0.363885227865991 0.345975046142805 "P52566"
"ARSA" 0.722914782597265 0.355563789584886 2.03315074192806 1.12076293215245 2.94553855170368 98 -0.741610854560987 -5.46883603551607 -5.32178626492064 6.20014046775322e-06 6.82455859586892e-06 4.676134956138e-05 3.68779331166574e-05 30 3.52904206673877 0.193722553388551 0.126425608463965 0.133508833482119 "P15289"
"ARSB" 0.616664657812266 0.425387928684694 1.44965246126989 0.609053901922449 2.29025102061733 81 -0.632612881721203 -3.89932308297474 -3.88492431644878 0.000503179934489874 0.000457191141629806 0.000551849898455966 0.000483364209571844 30 3.52904206673877 0.193722553388551 0.180954889870654 0.182298728491481 "P15848"
"ASAH1" 0.808740284609667 0.499247684968622 1.61991794646078 0.760283842506906 2.47955205041465 89 -0.829655981625435 -4.35730881015872 -4.409309202379 0.000141874563612771 0.000101118402100373 0.000254954691186454 0.000175853893872872 30 3.52904206673877 0.193722553388551 0.249248250946529 0.243403988468732 "Q13510"
"ASPH" 0.452959912697355 0.454686524919759 -0.996202631642297 -1.79490537788475 -0.197499885399841 60 0.464674393198148 2.67961875046946 2.68854235010665 0.011850974733029 0.011093022224394 0.00626818094654905 0.00579755126797107 30 3.52904206673877 0.193722553388551 0.206739835943607 0.205369724097286 "Q12797"
"ATP6AP1" 0.255172862877175 0.506627523930184 0.503669561609407 -0.265862405548754 1.27320152876757 33 -0.261772161055033 -1.35478702671598 -1.37261887642501 0.185600799899233 0.178983283121487 0.0587753870272654 0.0559179651511962 30 3.52904206673877 0.193722553388551 0.256671448003629 0.250045869595838 "Q15904"
"ATRN" 0.40513518309802 0.362727076932431 1.11691464151018 0.308383908732669 1.92544537428769 65 -0.415612817143659 -3.00431390261494 -2.93230162353428 0.00533177551593239 0.00602389812209859 0.00323275885512278 0.00357271423804582 30 3.52904206673877 0.193722553388551 0.131570932339945 0.138112595079965 "O75882"
"AXL" 0.148573139870824 0.307166814480834 0.483688773873369 -0.285049003408213 1.25242655115495 32 -0.152415548660586 -1.30104204375165 -1.23442027798508 0.203148584005684 0.225628290828261 0.0627340361547906 0.0669586154223252 30 3.52904206673877 0.193722553388551 0.0943514519183034 0.104810587512116 "P30530"
"AZGP1" 0.0799885773033901 0.627681402032854 0.127434996551329 -0.632483191859519 0.887353184962177 7 -0.0820572474060641 -0.342778863836173 -0.352333341812277 0.734155095238721 0.726793399245468 0.161746804593606 0.157315001842869 30 3.52904206673877 0.193722553388551 0.39398394245793 0.372905771928553 "P25311"
"B2M" 0.198318584729582 0.478077146466958 -0.414825486211123 -1.18106706204483 0.351416089622587 26 0.203447513645003 1.11581129753838 1.12487035200867 0.273361173653536 0.268632412133025 0.0775153384040612 0.0748633009837423 30 3.52904206673877 0.193722553388551 0.22855775797399 0.224891238001818 "P61769"
"B3GALNT1" 0.623136353966544 0.36709858663306 1.69746323373729 0.828612869187021 2.56631359828756 91 -0.639251949327748 -4.56589268576456 -4.46425843802151 7.9132409902571e-05 8.61302063104318e-05 0.00016861372117446 0.000163657629190468 30 3.52904206673877 0.193722553388551 0.134761372307991 0.14096723073734 "O75752"
"B4GALT1" 0.277061954449611 0.469792025245091 -0.58975448615814 -1.36306446874778 0.183555496431497 39 0.284227349823307 1.58634110078347 1.59664688872691 0.123147657477445 0.119727906264712 0.0426172523380479 0.0408138334919987 30 3.52904206673877 0.193722553388551 0.220704546983884 0.217864603323911 "P15291"
"B4GAT1" 0.288859123822536 0.516103477344652 0.559692264250406 -0.212232925560543 1.33161745406135 37 -0.296329618404153 -1.50547874312041 -1.52756177905699 0.14265840672487 0.136001092560367 0.0479237683556712 0.0450273434976903 30 3.52904206673877 0.193722553388551 0.266362799327241 0.258717174285356 "O43505"
"BASP1" 0.309700257146649 0.24070507244715 1.2866378510351 0.462633151015252 2.11064255105495 74 -0.317709746555614 -3.46084099879726 -3.09960435768382 0.00163831879241466 0.00390906914413188 0.00129980177204741 0.00245842741787743 30 3.52904206673877 0.193722553388551 0.0579389319017876 0.0722306051099608 "P80723"
"BCAM" 0.0806569366997841 0.280143950521062 0.287912469820475 -0.474716685891391 1.05054162553234 18 -0.0827428919592613 -0.774436473183235 -0.720739698631732 0.444733730985428 0.476065132415012 0.113005226413202 0.116910320399063 30 3.52904206673877 0.193722553388551 0.0784806330135474 0.0906102245493162 "P50895"
"BCAN" 0.703186124122294 0.451033981876971 1.55905353560278 0.70641699898707 2.4116900722185 87 -0.72137197215994 -4.19359370703508 -4.20416656664734 0.000223728945945815 0.000183417081405043 0.000340512188520568 0.000259441067461542 30 3.52904206673877 0.193722553388551 0.203431652807796 0.202409738128204 "Q96GW7"
"BCHE" 0.0165450853626985 0.446634284992601 0.0370439214333323 -0.722268254449489 0.796356097316153 2 -0.0169729755013889 -0.0996419637037423 -0.0997937140757571 0.921291458654071 0.921102405091757 0.191652483004078 0.1874323412767 30 3.52904206673877 0.193722553388551 0.199482184530852 0.198875964390425 "P06276"
"BLMH" 1.22373007661813 0.700837802139711 -1.74609599094396 -2.62089402701545 -0.871297954872477 92 1.2553782682548 4.69670668279565 4.85395051559841 5.47880468387037e-05 2.73691682411946e-05 0.000138506567883809 7.53427554305973e-05 30 3.52904206673877 0.193722553388551 0.49117362490802 0.459865920318689 "Q13867"
"BLVRB" 2.85356971252945 1.64416055801324 -1.73557849847561 -2.60907949236465 -0.862077504586573 92 2.92736892923279 4.66841638408438 4.914695920923 5.93267874237595e-05 2.2865631948542e-05 0.000147481023338262 6.95020702109017e-05 30 3.52904206673877 0.193722553388551 2.70326394052642 2.43912644725108 "P30043"
"BPGM" 2.59646062957404 1.28271125450329 -2.02419727780394 -2.93535145158045 -1.11304310402743 98 2.66361047344233 5.44475271191642 5.7166446459889 6.63592038895528e-06 2.10702369407578e-06 4.676134956138e-05 2.10434423068608e-05 30 3.52904206673877 0.193722553388551 1.64534816242941 1.49255978782379 "P07738"
"BTD" 0.657287995213067 0.312475378056097 2.10348731891147 1.18127846652091 3.02569617130203 99 -0.674286822675474 -5.65802968401894 -5.38598046934663 3.63862854915246e-06 5.63764830114733e-06 4.17475440389402e-05 3.29013516683207e-05 30 3.52904206673877 0.193722553388551 0.0976408618913008 0.107753776255579 "P43251"
"C1QA" 0.856486925796087 0.625876447180441 -1.36846006852397 -2.20058794951222 -0.536332187535723 77 0.878637449739089 3.68092910258667 3.78293248585024 0.000910209919370554 0.00060957352378706 0.000802760913567454 0.000592912499517867 30 3.52904206673877 0.193722553388551 0.391721327135212 0.370881304317864 "P02745"
"C1QB" 0.930631289661454 0.596574321040015 -1.55995867880983 -2.41269772956543 -0.707219628054232 87 0.954699340256146 4.19602839113691 4.3004245476895 0.000222223239871149 0.000138805940663142 0.000340512188520568 0.00021095634390011 30 3.52904206673877 0.193722553388551 0.355900920524356 0.33883111343598 "P02746"
"C1QC" 0.665321126169984 0.48672543188833 -1.36693314665881 -2.19890560062953 -0.534960692688097 76 0.682527707019207 3.67682193770833 3.71260586526051 0.00092033463852462 0.000742316140815953 0.000802760913567454 0.000664441988042839 30 3.52904206673877 0.193722553388551 0.236901646046881 0.23235690438407 "P02747"
"C1QL1" 0.302911367686687 0.361999097551334 0.83677381997819 0.0494812204327592 1.62406641952362 52 -0.310745282368239 -2.25078186575261 -2.19617888727069 0.031884219413367 0.0350980612645938 0.0140700502963786 0.0149731367545325 30 3.52904206673877 0.193722553388551 0.13104334662798 0.137640539501179 "O75973"
"C1QTNF3" 0.141170066817941 0.437431622353798 0.322724877681022 -0.4407668551448 1.08621661050684 20 -0.144821016821853 -0.868076037955644 -0.867509292975321 0.392244082398646 0.39182961082887 0.102102961605146 0.0999440613456029 30 3.52904206673877 0.193722553388551 0.191346424235076 0.191596519651519 "Q9BXJ4"
"C1R" 0.149047300240062 0.444175230036901 -0.335559684919124 -1.09939398094741 0.428274611109162 21 0.152901971797995 0.902599526492488 0.903460063075116 0.373928839238825 0.372727300382096 0.0985348121745476 0.0961760987116625 30 3.52904206673877 0.193722553388551 0.197291634978334 0.196915977390357 "P00736"
"C1RL" 0.271960680890281 0.434731435375045 0.625583196337432 -0.149468293248358 1.40063468592322 41 -0.278994146775374 -1.68271434910876 -1.68050185605923 0.102811433614996 0.10215456760474 0.0368624881133818 0.0357418892192142 30 3.52904206673877 0.193722553388551 0.188991420903247 0.189489388173852 "Q9NZP8"
"C1S" 0.0345550916472045 0.380592283237591 0.0907929381890092 -0.668799371546873 0.850385247924891 5 -0.0354487578104942 -0.244217844697324 -0.239993679158189 0.808724667989188 0.811796397666411 0.175072538728394 0.172152942839672 30 3.52904206673877 0.193722553388551 0.144850486060002 0.149994432050098 "P09871"
"C2" 0.157122433481111 0.427795448958793 -0.367284022921539 -1.13202162496133 0.397453579118247 23 0.16118594469183 0.987932698938902 0.984903030426934 0.331087154736459 0.331725975031254 0.0897875669476896 0.0875205659730166 30 3.52904206673877 0.193722553388551 0.183008946149855 0.184136588584632 "P06681"
"C3" 0.243441071563674 0.523771513851135 0.46478486348699 -0.303230406438489 1.23280013341247 30 -0.249736961345493 -1.25019368105958 -1.26998750887204 0.220893268474023 0.212832308309345 0.0667377698825073 0.0638935554149239 30 3.52904206673877 0.193722553388551 0.274336598721909 0.265851705041227 "P01024"
"C4A" 0.146250604724882 0.609676481412949 0.239882313298261 -0.521716934282559 1.00148156087908 14 -0.150032947950526 -0.64524337138151 -0.662144515228433 0.523673987795364 0.512404379948953 0.126593789100606 0.122557182378261 30 3.52904206673877 0.193722553388551 0.371705411988074 0.352972130139285 "P0C0L4"
"C4B" 0.0693141117730536 0.49140900860944 0.141051772675463 -0.619015361183 0.901118906533927 8 -0.071106718112012 -0.379405718116837 -0.383417488680131 0.707059036613361 0.703830675351061 0.157404605623408 0.153038760752003 30 3.52904206673877 0.193722553388551 0.241482813742512 0.236455889096946 "P0C0L5"
"C4BPA" 2.00607927997203 1.56709647552624 -1.28012493889272 -2.10350123867044 -0.456748639115004 74 2.05796064066096 3.44332235254744 3.6234469101404 0.00171598091495449 0.000951343336298391 0.00135421372248375 0.000806983403550308 30 3.52904206673877 0.193722553388551 2.45579136360677 2.21770117381763 "P04003"
"C5" 0.0578315887192808 0.568673220667078 0.101695642800697 -0.657982207802775 0.861373493404168 6 -0.0593272332551243 -0.273544299758122 -0.27950580182538 0.786309350012547 0.781573709403673 0.170964478272742 0.166227011088742 30 3.52904206673877 0.193722553388551 0.323389231903867 0.309741387082533 "P01031"
"C6" 0.24907770186268 0.461893604230665 0.539253411567684 -0.231770309581707 1.31027713271707 36 -0.255519366566025 -1.45050164192925 -1.4575741929632 0.157294754552174 0.154261258053575 0.0516767209247746 0.0497936776582029 30 3.52904206673877 0.193722553388551 0.213345701629194 0.211280300670669 "P13671"
"C7" 0.103700504785307 0.578662486936514 0.179207235869575 -0.581357524410939 0.93977199615009 10 -0.106382414391823 -0.482037543571099 -0.493098679975649 0.633277520031463 0.62515705518054 0.145541194871734 0.140974520337548 30 3.52904206673877 0.193722553388551 0.334850273787551 0.319996116574241 "P10643"
"C8A" 0.123557367650724 0.471865972135095 0.261848437791885 -0.50019873902094 1.02389561460471 17 -0.126752816814105 -0.70432857874663 -0.709195447936277 0.486660109413617 0.483105867421067 0.121023951878719 0.117671491772826 30 3.52904206673877 0.193722553388551 0.222657495658998 0.219611997721186 "P07357"
"C8B" 0.0368589345027919 0.479375898860019 0.0768894193271802 -0.68260785221828 0.83638669087264 5 -0.0378121828088985 -0.206819700327594 -0.20854999361217 0.837548035492949 0.836061327374615 0.180005931033292 0.176019454273409 30 3.52904206673877 0.193722553388551 0.229801252407851 0.226003850552502 "P07358"
"C8G" 0.0942568601561085 0.447811638269348 0.210483274888482 -0.550577498588892 0.971544048365856 12 -0.0966945375739389 -0.566164866601068 -0.567179815931647 0.575492855468479 0.574370072702297 0.135390203062925 0.133016961533265 30 3.52904206673877 0.193722553388551 0.200535263369477 0.199818203214185 "P07360"
