"gene" "delta_mean" "pooled_sd" "effect_size" "confidence_interval_95_lower" "confidence_interval_95_upper" "abs_effect_ntile" "logFC" "t.ord" "t.mod" "p.ord" "p.mod" "q.ord" "q.mod" "df.r" "df.0" "s2.0" "s2" "s2.post" "protein"
"CPAMD8" 0.0846270850996574 0.424927341135982 0.199156601393121 -0.561715382258639 0.960028585044881 12 -0.0868157166108555 -0.535698006030163 -0.533655141170182 0.596116876212101 0.597100537588809 0.139144844544848 0.135983291237571 30 3.52904206673877 0.193722553388551 0.180563245244895 0.181948305752013 "Q8IZJ3"
"CPB2" 0.20323455225602 0.471356085496332 0.43116989153119 -0.335630222129012 1.19797000519139 27 -0.208490618262641 -1.15977501894385 -1.16767166390155 0.255287845830742 0.251175977613254 0.073971794919553 0.0715754207722711 30 3.52904206673877 0.193722553388551 0.222176559334425 0.219181681528183 "Q96IY4"
"CPE" 0.605131149846912 0.497027977855256 1.21749916867484 0.40002597858973 2.03497235875995 70 -0.620781093377435 -3.27486948682697 -3.31271011819169 0.00266817443380019 0.00222199840731855 0.00188611567454149 0.00159699470025292 30 3.52904206673877 0.193722553388551 0.247036810770885 0.241425309652401 "P16870"
"CPN1" 0.0360586149210539 0.745583182281931 -0.0483629671081005 -0.807714562437435 0.710988628221234 3 0.0369911653069433 0.130088306710815 0.134791972548267 0.897364925231927 0.893582279676866 0.188250462077252 0.183366804474977 30 3.52904206673877 0.193722553388551 0.555894281701651 0.517774514901981 "P15169"
"CPN2" 0.0471148179331769 0.768741480613313 -0.0612882472474205 -0.82069763001232 0.698121135517479 4 0.0483333046038625 0.164855152246341 0.171015840111918 0.870163810292458 0.865239206445938 0.18488448428134 0.179949500348068 30 3.52904206673877 0.193722553388551 0.590963464015548 0.549152550317451 "P22792"
"CPQ" 0.622605620243505 0.398305858666458 1.56313447742901 0.710035371121901 2.41623358373611 87 -0.638707489732561 -4.20457075918269 -4.15648774533517 0.00021701883311058 0.000210457824970323 0.00033718073425047 0.000284313244736108 30 3.52904206673877 0.193722553388551 0.158647557048024 0.162339315891896 "Q9Y646"
"CPVL" 0.038740567002 0.617724409976369 0.062714968643512 -0.696701627413959 0.822131564700983 4 -0.039742478217569 -0.168692794592618 -0.173241019772659 0.86717052733026 0.86350362620232 0.18451133542908 0.179949500348068 30 3.52904206673877 0.193722553388551 0.381583446680653 0.36181046915856 "Q9H3G5"
"CREG1" 0.454654286202431 0.395643827969813 1.14915045821749 0.337827151899956 1.96047376453502 67 -0.466412586707666 -3.09102286737967 -3.05308656251427 0.00428122335149285 0.00441302019127231 0.00270577975933794 0.00272822183891318 30 3.52904206673877 0.193722553388551 0.156534038610607 0.160448252228451 "O75629"
"CRISP3" 0.246791508543717 0.420413553837995 0.587020818645673 -0.186160350485694 1.36020198777704 39 -0.253174047557778 -1.57898799159536 -1.57106729493864 0.124826390701787 0.125557324439963 0.0429986754919483 0.0421122615670917 30 3.52904206673877 0.193722553388551 0.176747556250693 0.17853423058702 "P54108"
"CRP" 1.08829028339085 1.15212266205278 -0.944595848372431 -1.73940634218185 -0.149785354563014 58 1.1164357217544 2.54080511987969 2.66332992347144 0.0164702550196111 0.0117994390106394 0.00827142689069164 0.00606176072145459 30 3.52904206673877 0.193722553388551 1.32738662841558 1.20806475210437 "P02741"
"CRTAC1" 0.438672343300973 0.357792206721547 1.22605337696014 0.4077888575151 2.04431789640518 71 -0.450017317696687 -3.29787887888098 -3.21225069669833 0.00251315438713738 0.00290536856500742 0.0018021560533795 0.00192678972639135 30 3.52904206673877 0.193722553388551 0.128015263190674 0.134931171815149 "Q9NQ79"
"CRYAA2" 0.63515187053804 1.23987866665252 -0.51226937572275 -1.28215279833523 0.257614046889729 34 0.651578212017472 1.37791909083297 1.44603350750669 0.178420332808866 0.157451468391743 0.0571077420959957 0.0504883395642227 30 3.52904206673877 0.193722553388551 1.53729910802002 1.39588325212588 "A0A140G945"
"CRYBB2" 1.26468721846372 1.36949986529838 -0.923466478901902 -1.71673784571307 -0.130195112090737 57 1.29739464652744 2.48397064381985 2.61020051891399 0.0188023936656393 0.0134264993107922 0.00922520697636694 0.0068018347352434 30 3.52904206673877 0.193722553388551 1.87552988105228 1.69851412272369 "P43320"
"CRYGD" 0.410793329417699 0.934550244953226 0.439562593489298 -0.32753254616776 1.20665773314636 28 -0.421417294833674 -1.18234998594326 -1.23396489887042 0.246353567690489 0.225795768049722 0.0722430864252147 0.0669586154223252 30 3.52904206673877 0.193722553388551 0.873384160342135 0.801847538528955 "P07320"
"CRYGS" 0.0658171039170434 0.973263354711944 0.0676251742125061 -0.691817515190695 0.827067863615708 4 -0.0675192703976565 -0.181900427752194 -0.190029681891201 0.856884400640372 0.85043170729581 0.183106337169157 0.17776235322024 30 3.52904206673877 0.193722553388551 0.947241557625148 0.86793120158381 "P22914"
"CSF1" 0.047136891257091 0.352829991067222 0.133596611542329 -0.62638710707537 0.893580330160028 7 -0.048355948789602 -0.35935257940229 -0.349275399573777 0.721848473591345 0.729066726191466 0.159980680332661 0.157353479780145 30 3.52904206673877 0.193722553388551 0.124489002596496 0.131776061758178 "P09603"
"CSF1R" 0.00217686424041163 0.294906771571887 0.00738153359045874 -0.751876905412781 0.766639972593699 1 -0.00223316245352568 -0.0198550929177983 -0.018684759926635 0.984290439007311 0.985203334920204 0.202498504920555 0.198263896058582 30 3.52904206673877 0.193722553388551 0.0869700039189532 0.0982060612169798 "P07333"
"CST3" 0.127115779805099 0.634497695651832 0.200340806083638 -0.560550429002856 0.961232041170132 12 -0.130403256869024 -0.538883318929681 -0.554227832540399 0.59394413814451 0.583100980071318 0.138854987232651 0.134186950397456 30 3.52904206673877 0.193722553388551 0.402587325787485 0.380603620837356 "P01034"
"CST6" 0.413480492095249 0.512426943431055 -0.806906228089236 -1.59226572783894 -0.0215467283395343 50 0.424173953097713 2.17044303034413 2.20103136759664 0.0380183546408518 0.0347223454411335 0.0161096911800763 0.0149201030698111 30 3.52904206673877 0.193722553388551 0.262581372354094 0.255333754950899 "Q15828"
"CSTB" 1.09943326024148 0.635399806317975 -1.73030153504845 -2.60315399171727 -0.857449078379623 92 1.12786687904083 4.6542222335212 4.78711344285076 6.17428252332318e-05 3.33464188139577e-05 0.000148250383426107 8.68794259901463e-05 30 3.52904206673877 0.193722553388551 0.40373291386892 0.381628632001547 "P04080"
"CTBS" 0.251422363859365 0.330778136252055 0.760093658874054 -0.022368469046723 1.54255578679483 48 -0.25792466637297 -2.0445250351067 -1.96634197417278 0.0497635142611242 0.0575824128822883 0.0201697160728021 0.0224034220766017 30 3.52904206673877 0.193722553388551 0.109414175422383 0.118287909775691 "Q01459"
"CTSA" 0.32336998965724 0.473654933883042 0.682712174042482 -0.0953194578255399 1.4607438059105 43 -0.331733006631134 -1.83638176072886 -1.84971858054045 0.0762290177333648 0.0731849818262806 0.0283538809849632 0.0267611543636939 30 3.52904206673877 0.193722553388551 0.224348996391749 0.221125462432809 "P10619"
"CTSB" 0.047149342886041 0.310196493529772 0.151998310327501 -0.608199491393556 0.912196112048558 8 -0.0483687224434385 -0.408850076737696 -0.388649862175201 0.685553765188598 0.699992280450524 0.153533748168188 0.152431322436908 30 3.52904206673877 0.193722553388551 0.0962218645981655 0.106484133099377 "P07858"
"CTSC" 0.162978522486718 0.604039064214646 -0.269814540386751 -1.03203378154058 0.492404700767082 17 0.167193484275167 0.725756064685082 0.744363043658721 0.473612508622537 0.461842299611121 0.118525955591176 0.114402148754966 30 3.52904206673877 0.193722553388551 0.364863191097305 0.346850075524229 "P53634"
"CTSD" 0.0885148329432902 0.461286326234179 0.1918869645799 -0.568869328296768 0.952643257456569 11 -0.0908040096573408 -0.51614389676055 -0.518594654103145 0.609537590730844 0.607449382203369 0.141172851788901 0.137833533949918 30 3.52904206673877 0.193722553388551 0.212785074770625 0.210778681634742 "P07339"
"CTSF" 0.297206254048771 0.326348198742103 0.910702909329181 0.118345823324337 1.70305999533402 56 -0.304892622687964 -2.44963877270885 -2.35043354680626 0.0203544045500916 0.0247796544293959 0.00966863832853107 0.011231202506405 30 3.52904206673877 0.193722553388551 0.106503146822215 0.115683276519805 "Q9UBX1"
"CTSH" 0.101590242410443 0.288703480150705 0.351884370626263 -0.412404696876619 1.11617343812915 21 -0.104217576265885 -0.946510205431629 -0.886730006126203 0.351450437524547 0.38154062942452 0.0936079258681224 0.097661121143693 30 3.52904206673877 0.193722553388551 0.0833496994511283 0.0949668057136892 "P09668"
"CTSL" 0.346463013867126 0.309379573437063 1.11986389410937 0.311080574887493 1.92864721333125 66 -0.355423264225759 -3.0122468996917 -2.86197105106455 0.00522632196739391 0.00720208566937978 0.00318175428486831 0.00404148251826873 30 3.52904206673877 0.193722553388551 0.0957157204600992 0.106031262298244 "P07711"
"CTSO" 0.358341860022814 0.390343578385852 0.918016536879199 0.125136988205317 1.71089608555308 57 -0.367609321919956 -2.46931120971563 -2.43477899422255 0.0194512992542239 0.0203806755239239 0.00939525561166699 0.0097174634936466 30 3.52904206673877 0.193722553388551 0.152368109187072 0.156720800592425 "P43234"
"CTSS" 0.444373255405568 0.518402666296095 -0.857197086929634 -1.64584912522924 -0.0685450486300274 53 0.455865667183298 2.30571704392888 2.34035471147923 0.0282185059457206 0.0253591729647176 0.0126774671335212 0.0114194672977666 30 3.52904206673877 0.193722553388551 0.2687413244229 0.260845351783769 "P25774"
"CTSZ" 0.284667065434348 0.255271024762545 1.11515619800229 0.306775786233687 1.92353660977089 65 -0.292029144712822 -2.99958398317314 -2.72954421431533 0.00539560727260881 0.0100275068212271 0.00324912686228055 0.00533898869883976 30 3.52904206673877 0.193722553388551 0.06516329608332 0.0786945811762789 "Q9UBR2"
"CUTA" 0.610977037687321 0.368117574316992 1.65973341213315 0.795408776722631 2.52405804754368 90 -0.626778167972338 -4.46440576512107 -4.36677689064139 0.000105172757595839 0.000114459103406343 0.000203727237863357 0.000186132894217366 30 3.52904206673877 0.193722553388551 0.135510548521026 0.141637553687407 "O60888"
"CXCL16" 0.159758433409349 0.320652002799076 -0.498229956509754 -1.26754260974094 0.271082696721428 32 0.163890117032004 1.34015539720889 1.28183908410668 0.190257289276844 0.208692379333765 0.0592437243327366 0.0629096108054897 30 3.52904206673877 0.193722553388551 0.102817706899058 0.112385741282304 "Q9H2A7"
"CYCS" 0.112803509572588 0.26839375798015 0.420291106699026 -0.346134889152105 1.18671710255016 26 -0.115720841716706 -1.13051290409626 -1.04169218868553 0.267217664223341 0.305007737225355 0.0762079072660835 0.0818027165445021 30 3.52904206673877 0.193722553388551 0.0720352093227074 0.0848432029225033 "P99999"
"DAG1" 0.134029807267739 0.299322559688079 0.447777165234089 -0.319612133207146 1.21516646367532 29 -0.137496095386732 -1.20444581240994 -1.13691324256321 0.237833944803593 0.263634856108743 0.0705837564278099 0.0738279612417345 30 3.52904206673877 0.193722553388551 0.0895939947382233 0.100553868363436 "Q14118"
"DBH" 0.0511779560598954 0.90688951373968 -0.0564324047025929 -0.81581848041219 0.702953671007004 3 0.0525015238890307 0.151793746545177 0.158295632513804 0.880365830754786 0.87517341550445 0.185729258739893 0.181117647865558 30 3.52904206673877 0.193722553388551 0.822448590130994 0.756273104780068 "P09172"
"DBI" 0.414506102884502 0.432835163420417 -0.957653485472225 -1.75343101778978 -0.16187595315467 59 0.425226088303929 2.57592798354022 2.57132651505791 0.0151655679077072 0.0147456388141592 0.0077201834227186 0.00734263163464029 30 3.52904206673877 0.193722553388551 0.187346278693179 0.188017402597771 "P07108"
"DCD" 0.231935997016328 0.707112856411963 -0.328004214480301 -1.09163525499283 0.435626826032227 20 0.23793434176675 0.88227657249355 0.912172225273678 0.384642244981096 0.36819037484338 0.100675112225765 0.0952465155433417 30 3.52904206673877 0.193722553388551 0.500008591703086 0.467770977770804 "P81605"
"DDR1" 0.0516005528347036 0.219799340613862 -0.234762091144551 -0.996262529320587 0.526738347031485 14 0.0529350498907735 0.631470828673978 0.550293084489377 0.532515207693972 0.585766144946513 0.128315147362335 0.134376375054887 30 3.52904206673877 0.193722553388551 0.0483117501342883 0.0636167159195062 "Q08345"
"DIPK1C" 0.26315789769151 0.337294747609286 0.780201587948668 -0.00348517792295588 1.56388835382029 49 -0.269963705390429 -2.09861200704394 -2.02505064549725 0.0443737051939661 0.0508840108195053 0.0183848357419951 0.0202841129590032 30 3.52904206673877 0.193722553388551 0.113767746764812 0.122183253400865 "Q0P6D2"
"DKK3" 0.226670800900671 0.564680938871457 0.401413940682474 -0.364385153216232 1.16721303458118 24 -0.232532976786033 -1.07973647929372 -1.10275284792974 0.28886409484673 0.277987073782032 0.0802335186727086 0.0763810897708383 30 3.52904206673877 0.193722553388551 0.318864562724751 0.305692954231296 "Q9UBP4"
"DNASE2" 0.464605080583969 0.319827940126808 1.45267195980363 0.61175066385476 2.29359325575251 82 -0.476620729219762 -3.90744502988699 -3.73566602871671 0.000492131420464969 0.000695964238652186 0.000551849898455966 0.000638624491119777 30 3.52904206673877 0.193722553388551 0.102289911285757 0.111913497894989 "O00115"
"DNER" 0.448037557789076 0.332523881035349 1.3473846040593 0.517389219416362 2.17737998870224 76 -0.459624736007759 -3.62423962199246 -3.48879833495609 0.00106003797329616 0.00137849226879885 0.000903482896495945 0.00108130238279178 30 3.52904206673877 0.193722553388551 0.110572131458811 0.119323987126893 "Q8NFT8"
"DPP4" 0.181760091768207 0.731523491581515 0.24846788088138 -0.513301804030013 1.01023756579277 15 -0.186460783796695 -0.668337114710838 -0.69197393591928 0.509028424353643 0.493718128901883 0.124042973183118 0.119063725991289 30 3.52904206673877 0.193722553388551 0.535126618735611 0.499192716837453 "P27487"
"DPP7" 0.687487666862116 0.489937797026488 1.4032141856264 0.567509744731404 2.2389186265214 78 -0.705267520315447 -3.77441187495212 -3.81333307390017 0.00070698696205085 0.000559616030585034 0.0006674071868189 0.000556634445272132 30 3.52904206673877 0.193722553388551 0.240039044955168 0.235164081727856 "Q9UHL4"
"DPT" 0.484031590373699 0.529558077873361 -0.914029283279955 -1.70662351960673 -0.121435046953179 56 0.496549648745433 2.45858616325617 2.49959627297332 0.0199389944864464 0.0174974248473766 0.00953202604555723 0.00853805047734098 30 3.52904206673877 0.193722553388551 0.280431757840929 0.271305328595595 "Q07507"
"DSC1" 0.110581033495745 0.560795764357632 -0.197185928503598 -0.958026127160626 0.563654270153429 11 0.11344088781029 0.530397224986149 0.541452505075539 0.599741010795272 0.591775691791773 0.139772049836589 0.135541865594779 30 3.52904206673877 0.193722553388551 0.31449188932146 0.301780519100056 "Q08554"
"DSC2" 0.148220933345519 0.324769583914968 0.456387976850463 -0.31131539176303 1.22409134546396 30 -0.152054233345834 -1.22760745797391 -1.1768816423516 0.229140116445578 0.247530272299965 0.068865554737955 0.0709522719945658 30 3.52904206673877 0.193722553388551 0.105475282636302 0.114763598423543 "Q02487"
"DSG2" 0.160038276446 0.30280114183364 0.528526000519264 -0.242037593565831 1.29908959460436 35 -0.164177197388569 -1.42164669728616 -1.34505471839128 0.165442141157481 0.1876353656546 0.0537613316695713 0.0580000634648979 30 3.52904206673877 0.193722553388551 0.0916885314957562 0.102427948231298 "Q14126"
"ECM1" 0.124737359372554 0.373455665069133 0.334008480898164 -0.429783711845236 1.09780067364156 20 -0.127963325563224 -0.898427046669265 -0.880580864919901 0.376112433882932 0.38481330628459 0.0987656477470365 0.0983263102117269 30 3.52904206673877 0.193722553388551 0.139469133772228 0.145179484807886 "Q16610"
"EFEMP1" 0.186318503352862 0.377693434371133 0.493306174789841 -0.275809961779002 1.26242231135868 32 -0.191137085336126 -1.32691124647005 -1.3025964898169 0.194549689407082 0.201588933407992 0.0604541146795826 0.0612747036031796 30 3.52904206673877 0.193722553388551 0.142652330367062 0.148027639480929 "Q12805"
"EFEMP2" 0.0884285137153549 0.356517818474007 -0.248033924626412 -1.00979485193908 0.513727002686256 15 0.0907154580355796 0.66716984483947 0.64949566633359 0.509763237358111 0.520443025985882 0.124042973183118 0.123668926705769 30 3.52904206673877 0.193722553388551 0.127104954889465 0.134116676459692 "O95967"
"EFNB2" 0.18160859210587 0.197838383652639 0.91796439473917 0.125088584504061 1.71084020497428 57 -0.186305366039643 -2.46917095606475 -2.07523022470415 0.0194576057016702 0.0457096180915349 0.00939525561166699 0.0185251128159551 30 3.52904206673877 0.193722553388551 0.0391400260462887 0.0554103459882596 "P52799"
"EGFLAM" 0.366829796984756 0.534139009092321 0.686768408111816 -0.0914842579142287 1.46502107413786 44 -0.376316774492983 -1.84729235313571 -1.87931236512643 0.0745883407883889 0.0689167672221238 0.0278826862471096 0.0254556136595565 30 3.52904206673877 0.193722553388551 0.285304481034126 0.275665181630017 "Q63HQ2"
"EGFR" 0.0746358276893 0.382872156772331 0.194936681524431 -0.56586762367705 0.955740986725913 11 -0.0765660646122991 -0.524347126152463 -0.515694006455578 0.60389021395726 0.609452142387385 0.140117409801148 0.138073238139738 30 3.52904206673877 0.193722553388551 0.146591088431496 0.151551830291326 "P00533"
"ENDOD1" 0.478989084487318 0.60112237607652 -0.796824579403688 -1.58154638809102 -0.0121027707163598 50 0.49137673322406 2.14332507863896 2.19764750529612 0.0403154611194515 0.0349839688005483 0.0169386907657404 0.0149682306781219 30 3.52904206673877 0.193722553388551 0.361348111019882 0.343704969197815 "O94919"
"ENO1" 1.07698919255558 0.608239978856344 -1.77066491844322 -2.64851579109767 -0.892814045788778 93 1.10484236132857 4.762792995675 4.88687947644065 4.54860418010051e-05 2.48284107672475e-05 0.00012667265208462 7.22407286398058e-05 30 3.52904206673877 0.193722553388551 0.369955871879166 0.351406734886931 "P06733"
"ENO2" 0.463260139588498 0.451066710294441 -1.02703243005031 -1.82814961045607 -0.225915249644545 62 0.47524100526751 2.76254576076164 2.76953091447554 0.00969975050843688 0.00908078240400784 0.00531897832785779 0.00494361048422504 30 3.52904206673877 0.193722553388551 0.203461177135849 0.202436154923525 "P09104"
"ENPP2" 0.221121137162859 0.366486779460653 0.603353652997458 -0.17060570469302 1.37731301068794 40 -0.226839787261898 -1.62292058902807 -1.58641193748021 0.115069725393569 0.122033249475189 0.0402891438507345 0.0413101407862653 30 3.52904206673877 0.193722553388551 0.134312559519442 0.140565656972433 "Q13822"
"ENPP5" 0.52826065373016 0.525510047466719 1.005234164935 0.205830984647379 1.80463734522262 61 -0.541922567188699 -2.70391206709795 -2.74741809796669 0.0111786582690258 0.00959350046895476 0.00595483831410859 0.00514593109453892 30 3.52904206673877 0.193722553388551 0.276160809988473 0.26748391206605 "Q9UJA9"
"EPDR1" 0.557670155578025 0.396729684502224 1.40566783218587 0.56970808242026 2.24162758195148 78 -0.572092659601595 -3.78101177452972 -3.73590507723847 0.000694444642957111 0.000695498772109668 0.000659742619875165 0.000638624491119777 30 3.52904206673877 0.193722553388551 0.157394442565234 0.161218095834106 "Q9UM22"
"EPHA4" 0.0733360559075934 0.302204607529079 0.242670211110321 -0.518983727838886 1.00432415005953 15 -0.0752326780431347 -0.652742351021099 -0.617332737015009 0.518893511067288 0.541185418582962 0.125804267424583 0.12674003114833 30 3.52904206673877 0.193722553388551 0.0913276248118049 0.102105028164062 "P54764"
"EPHA5" 0.430081357730984 0.476275869177501 0.903008918914386 0.11119732435628 1.69482051347249 55 -0.441204151465406 -2.42894322310221 -2.44782254275528 0.02134580394949 0.0197677869992535 0.0100436094168718 0.0094561419507128 30 3.52904206673877 0.193722553388551 0.226838703560784 0.223353119725325 "P54756"
"EPHB2" 0.275757598350871 0.274321924142385 1.00523353797905 0.205830406512549 1.80463666944556 61 -0.282889260377187 -2.70391038069113 -2.50437204762438 0.0111787036806576 0.01730051057328 0.00595483831410859 0.00847029284744634 30 3.52904206673877 0.193722553388551 0.0752525180651803 0.0877218793273367 "P29323"
"ERAP1" 0.125269207731406 0.301229663560338 0.415859468323292 -0.350416814206121 1.1821357508527 26 -0.128508928621012 -1.1185925367837 -1.05722753734187 0.272191230491702 0.297965814818084 0.077330601205023 0.0803572277099804 30 3.52904206673877 0.193722553388551 0.0907393102086747 0.101578635609847 "Q9NZ08"
"ESD" 1.46441688429447 1.15670456785136 -1.2660249859778 -2.0880501493441 -0.443999822611493 73 1.50228973475036 3.40539583337204 3.56985185082449 0.00189647434652147 0.00110330263110359 0.00143945459163955 0.000905588238048234 30 3.52904206673877 0.193722553388551 1.33796545728819 1.21753012440897 "P10768"
"EXTL2" 0.443248849233489 0.204377518997144 2.16877497783738 1.23724838321382 3.10030157246094 99 -0.454712181541252 -5.83364258592799 -4.96073003146229 2.22160038325033e-06 1.99503966729667e-05 3.01238043047726e-05 6.73822963766223e-05 30 3.52904206673877 0.193722553388551 0.0417701702714278 0.0577636588743574 "Q9UBQ6"
"EYS" 0.476334521871561 0.485401323747808 0.981321019468504 0.183759932310245 1.77888210662676 60 -0.48865351812686 -2.63958969839562 -2.66464032487647 0.0130414492735242 0.0117617194395955 0.0068492667033744 0.00606176072145459 30 3.52904206673877 0.193722553388551 0.235614445096125 0.231205185571292 "Q5T1H1"
"F10" 0.239727297495081 0.427290050605637 0.5610411409189 -0.210944683662273 1.33302696550007 37 -0.245927141395816 -1.50910699614662 -1.50428192923524 0.14173240456306 0.141871239561349 0.0477201708729253 0.0466194518366929 30 3.52904206673877 0.193722553388551 0.182576787346568 0.183749915918207 "P00742"
"F11" 0.208675107188972 0.528720499724245 -0.394679433269197 -1.16026172884334 0.37090286230495 24 0.21407187720248 1.06162177876332 1.07920143429084 0.296879430079608 0.28820054423805 0.0818501356713632 0.0784326840324502 30 3.52904206673877 0.193722553388551 0.279545366828656 0.27051223315567 "P03951"
"F12" 0.258364323269405 0.599923765096667 0.43066192456599 -0.336120511617403 1.19744436074938 27 -0.265046159216028 -1.15840867261898 -1.18762756416889 0.255836093845189 0.243325700409211 0.073971794919553 0.0704066165404238 30 3.52904206673877 0.193722553388551 0.359908523927761 0.342416903386759 "P00748"
"F13A1" 0.394439153652434 0.641581839467637 -0.614791643696971 -1.38930820486467 0.159724917470728 41 0.404640166246894 1.65368687429233 1.70177642067321 0.10861912387367 0.098054010709113 0.0385739014090401 0.0344725202298764 30 3.52904206673877 0.193722553388551 0.411627256734676 0.388692069289773 "P00488"
"F2" 0.0538407419334896 0.439005869514578 0.122642419321233 -0.637226934206244 0.882511772848711 7 -0.0552331749145281 -0.329887631268692 -0.329797911621736 0.743777388267578 0.743604331160139 0.163384087891129 0.160017686178307 30 3.52904206673877 0.193722553388551 0.192726153468251 0.192831027840356 "P00734"
"F5" 0.168424910061186 0.349488539228619 0.481918263851879 -0.286750651452793 1.25058717915655 31 -0.172780726700699 -1.29627966740291 -1.25805995195445 0.20476282964875 0.217061053074544 0.0631018834208603 0.0650292453211604 30 3.52904206673877 0.193722553388551 0.122142239052154 0.129676302803236 "P12259"
"F9" 0.0352980168096269 0.412731706685245 -0.0855229104958143 -0.845077343372061 0.674031522380432 5 0.0362108965547036 0.230042350100509 0.228398895689461 0.819620258507318 0.82072343537986 0.176662003309418 0.173290420996303 30 3.52904206673877 0.193722553388551 0.170347461703315 0.172807767062081 "P00740"
"FABP1" 0.52439387370713 0.794651814846234 -0.659903952787927 -1.43671596055679 0.116908054980934 42 0.537955784234039 1.77503145367556 1.84356175863256 0.086040806664241 0.0741008249375166 0.031377455801327 0.0270283056199796 30 3.52904206673877 0.193722553388551 0.631471506838414 0.585396988266709 "P07148"
"FABP4" 0.390902845118056 0.873178807288799 -0.44767788894442 -1.21506360052874 0.3197078226399 29 0.401012401457316 1.20417877576616 1.2544279815271 0.2379355867704 0.218361184024288 0.0705837564278099 0.0651949912637537 30 3.52904206673877 0.193722553388551 0.76244122949829 0.702581716418963 "P15090"
"FABP5" 0.193296255849702 0.830104551501011 -0.232857723162919 -0.994321951767042 0.528606505441204 14 0.198295296949263 0.626348396761746 0.651479545689695 0.535823675452044 0.519177745345498 0.128904111773133 0.123569520960675 30 3.52904206673877 0.193722553388551 0.689073566422695 0.636936241433822 "Q01469"
"FAH" 0.455678545543243 0.648462828754826 -0.702705730131415 -1.48183891576768 0.0764274555048513 44 0.467463335514189 1.89016108843064 1.94620524277557 0.0684322924658568 0.0600502529844259 0.0259060636526436 0.0230605158104137 30 3.52904206673877 0.193722553388551 0.420504040276711 0.396634542138564 "P16930"
"FAM174A" 0.716550005838834 0.725538854592036 0.987610796174029 0.189569079369364 1.78565251297869 60 -0.73508147150708 -2.65650814757558 -2.74952981703666 0.0125253358546962 0.00954339644343482 0.00660145254165353 0.00513794491642785 30 3.52904206673877 0.193722553388551 0.526406629522724 0.491390535198446 "Q8TBP5"
"FAM20B" 0.115654374166346 0.456796961708684 0.253185515362739 -0.508680356550659 1.01505138727614 15 -0.1186454355672 -0.68102676379686 -0.683607620137189 0.501077867493079 0.498920349281168 0.122722583404566 0.120117096584627 30 3.52904206673877 0.193722553388551 0.208663464226285 0.207090884169962 "O75063"
"FAM3C" 0.620670662207252 0.423897183044852 1.46420095965012 0.622042367005074 2.30635955229516 82 -0.636722489678129 -3.93845611456146 -3.92236758617932 0.000452088631737517 0.00041114797610552 0.00052165000382294 0.000441077615317749 30 3.52904206673877 0.193722553388551 0.17968882179336 0.181165918247657 "Q92520"
"FBLN1" 0.118944424378013 0.373776307003299 0.318223552829321 -0.445151167610994 1.08159827326964 20 -0.122020573284341 -0.855968225657769 -0.839066492185193 0.398800723457043 0.407374716069786 0.103448608643499 0.103279639083616 30 3.52904206673877 0.193722553388551 0.139708727677024 0.145393860665377 "P23142"
"FBLN2" 0.497421482707461 0.526295833630185 -0.94513665304253 -1.73998695809547 -0.150286347989591 58 0.510285831398171 2.54225979414807 2.58345866373859 0.01641422486618 0.0143216563858607 0.00827113727417903 0.00716410674634761 30 3.52904206673877 0.193722553388551 0.276987304496491 0.268223415305993 "P98095"
"FBLN7" 0.150151264523619 0.329236508147374 -0.45605897525923 -1.22375023635682 0.311632285838365 30 0.154034486881988 1.22672249862448 1.17885903342729 0.229467866558611 0.246752609350229 0.068865554737955 0.0708685931025398 30 3.52904206673877 0.193722553388551 0.108396678297076 0.117377507572775 "Q53RD9"
"FBN1" 0.242042763566444 0.312075702763056 0.775589901499684 -0.00781334243762877 1.558993145437 49 -0.248302490210403 -2.08620734047565 -1.98541697937799 0.0455619608240699 0.0553264424262829 0.0187211422130219 0.0216992925462904 30 3.52904206673877 0.193722553388551 0.0973912442550554 0.107530431697376 "P35555"
"FBN2" 0.0699556061954255 0.516964553454142 -0.135319928084065 -0.895322527151467 0.624682670983336 7 0.0717648029073762 0.363988013170035 0.369375603629387 0.718419812049595 0.714170416652636 0.159457734121785 0.155055920207624 30 3.52904206673877 0.193722553388551 0.267252349528041 0.259513096398814 "P35556"
"FCGBP" 0.0418954033699769 0.63089916757278 0.0664058624948873 -0.693030163959609 0.825841888949384 4 -0.0429789051812694 -0.178620682811336 -0.183650574977367 0.859436363096021 0.855393733214321 0.183388927330331 0.178543752396858 30 3.52904206673877 0.193722553388551 0.398033759644026 0.376529332522412 "Q9Y6R7"
"FCGR3A" 0.2123952909502 0.519676764587809 -0.408706537261995 -1.17474446105222 0.357331386528227 25 0.217888272612705 1.09935234650126 1.11608103500016 0.280358661649093 0.272322483083933 0.078883845346894 0.075392588190833 30 3.52904206673877 0.193722553388551 0.270063939652453 0.262028757405903 "P08637"
"FCGR3B" 0.10281485015329 0.451487874104557 -0.227724499483412 -0.989092585740901 0.533643586774076 13 0.105473854898634 0.612540882120589 0.614147384045622 0.54479551947681 0.543262970273896 0.129806295250438 0.126985275763637 30 3.52904206673877 0.193722553388551 0.203841300463452 0.2027762690194 "O75015"
