"logFC"	"t.ord"	"t.mod"	"p.ord"	"p.mod"	"q.ord"	"q.mod"	"df.r"	"df.0"	"s2.0"	"s2"	"s2.post"	"protein"	"Gene"
1.96036502270812	4.77603507246875	5.00019186121536	4.38204180672842e-05	1.77475219860804e-05	0.000126374931974333	6.63940078305219e-05	30	3.52904206673877	0.193722553388551	1.15827472091437	1.0567524296426	"P07451"	"CA3"
2.49798761338494	4.73749575028245	4.97880589199147	4.88450444766484e-05	1.89094987035757e-05	0.000128410754364741	6.72834232095818e-05	30	3.52904206673877	0.193722553388551	1.9114176712017	1.73062460480486	"P13716"	"ALAD"
-0.715305706739044	-5.08677237752287	-4.97668510902679	1.82335882039899e-05	1.90287721045854e-05	8.24128178004719e-05	6.72834232095818e-05	30	3.52904206673877	0.193722553388551	0.13594757766754	0.142028584077399	"Q9GZM5"	"YIPF3"
1.51127108909043	4.77914180840009	4.97071175787668	4.3438518073271e-05	1.93687502882266e-05	0.000126374931974333	6.72834232095818e-05	30	3.52904206673877	0.193722553388551	0.687476118984076	0.635506930597468	"P62258"	"YWHAE"
-0.454712181541252	-5.83364258592799	-4.96073003146229	2.22160038325033e-06	1.99503966729667e-05	3.01238043047726e-05	6.73822963766223e-05	30	3.52904206673877	0.193722553388551	0.0417701702714278	0.0577636588743574	"Q9UBQ6"	"EXTL2"
1.30320770904314	4.78602068497329	4.95025409053597	4.26046672627258e-05	2.05795205376907e-05	0.000126374931974333	6.73822963766223e-05	30	3.52904206673877	0.193722553388551	0.509742495361077	0.47648035602141	"P60900"	"PSMA6"
-0.747313614988688	-5.01668677035028	-4.9469382739908	2.2224477514301e-05	2.07827279117383e-05	8.49016992561914e-05	6.73822963766223e-05	30	3.52904206673877	0.193722553388551	0.152561349069093	0.156893701340651	"Q9UHC6"	"CNTNAP2"
-0.718741046896567	-5.01952013040883	-4.92346933034529	2.20473763152547e-05	2.2279143599986e-05	8.49016992561914e-05	6.95020702109017e-05	30	3.52904206673877	0.193722553388551	0.140959125811392	0.146512650279359	"Q9ULB1"	"NRXN1"
-0.598231880899673	-5.1983586961574	-4.91486412852117	1.33042556782141e-05	2.28542446068618e-05	6.88711013304268e-05	6.95020702109017e-05	30	3.52904206673877	0.193722553388551	0.0910498685751379	0.101856506685774	"Q02246"	"CNTN2"
2.92736892923279	4.66841638408438	4.914695920923	5.93267874237595e-05	2.2865631948542e-05	0.000147481023338262	6.95020702109017e-05	30	3.52904206673877	0.193722553388551	2.70326394052642	2.43912644725108	"P30043"	"BLVRB"
1.46225219972839	4.72073020903474	4.90663672292553	5.1205978969148e-05	2.34178799988828e-05	0.000131682857179628	6.97280091689221e-05	30	3.52904206673877	0.193722553388551	0.659627733694137	0.61058967954582	"P05121"	"SERPINE1"
1.10484236132857	4.762792995675	4.88687947644065	4.54860418010051e-05	2.48284107672475e-05	0.00012667265208462	7.22407286398058e-05	30	3.52904206673877	0.193722553388551	0.369955871879166	0.351406734886931	"P06733"	"ENO1"
2.26701370967653	4.64921584585543	4.88116300122082	6.26180895896063e-05	2.52520432412281e-05	0.000148250383426107	7.22407286398058e-05	30	3.52904206673877	0.193722553388551	1.63463794817646	1.48297685888269	"P04114"	"APOB"
1.84938887120762	4.6501691574706	4.86536047673357	6.24504780305985e-05	2.64608338087565e-05	0.000148250383426107	7.42430749689437e-05	30	3.52904206673877	0.193722553388551	1.08740588644146	0.993342773322705	"Q06830"	"PRDX1"
1.2553782682548	4.69670668279565	4.85395051559841	5.47880468387037e-05	2.73691682411946e-05	0.000138506567883809	7.53427554305973e-05	30	3.52904206673877	0.193722553388551	0.49117362490802	0.459865920318689	"Q13867"	"BLMH"
-0.659035948657969	-5.00051517346023	-4.84439106323166	2.32628230756833e-05	2.81539640865334e-05	8.49016992561914e-05	7.59926972113334e-05	30	3.52904206673877	0.193722553388551	0.119415695759854	0.127236737169175	"P02787"	"TF"
-0.668126746018254	-4.98051030490817	-4.83852011140921	2.4614530920436e-05	2.86469756694004e-05	8.62916472093218e-05	7.59926972113334e-05	30	3.52904206673877	0.193722553388551	0.12372080339367	0.131088718050627	"P98164"	"LRP2"
1.12786687904083	4.6542222335212	4.78711344285076	6.17428252332318e-05	3.33464188139577e-05	0.000148250383426107	8.68794259901463e-05	30	3.52904206673877	0.193722553388551	0.40373291386892	0.381628632001547	"P04080"	"CSTB"
-0.55548088223298	-5.11240689895633	-4.77572423941693	1.69600639453509e-05	3.44868827270154e-05	7.90522195525006e-05	8.82744161991712e-05	30	3.52904206673877	0.193722553388551	0.081163377485517	0.0930106013330873	"Q9H2E6"	"SEMA6A"
-0.781986033579615	-4.75988139863841	-4.74889693450523	4.58606348075874e-05	3.73283467542141e-05	0.00012667265208462	9.39002031179132e-05	30	3.52904206673877	0.193722553388551	0.18555746570422	0.186416868065291	"P05060"	"CHGB"
3.46696303957318	4.47890530875299	4.72197693244718	0.000100988411473161	4.04127101165366e-05	0.000198241615338256	9.9935947293108e-05	30	3.52904206673877	0.193722553388551	4.11933739464297	3.70615350811781	"P02042"	"HBD"
1.0977822885144	4.58404003042804	4.71191148303761	7.52021089462859e-05	4.16297055707826e-05	0.000168463346336102	0.000101229678705615	30	3.52904206673877	0.193722553388551	0.394283260108833	0.373173585411241	"P00492"	"HPRT1"
1.71110392642346	4.47882282777222	4.6820663853995	0.000101011741580731	4.54556914926778e-05	0.000198241615338256	0.000108721191511928	30	3.52904206673877	0.193722553388551	1.00345456282826	0.918227602916624	"P23528"	"CFL1"
0.676373082588422	4.77411351929259	4.67577251093602	4.40582981312719e-05	4.6305937695852e-05	0.000126374931974333	0.000108968447414423	30	3.52904206673877	0.193722553388551	0.137993887989181	0.143859513500525	"P26038"	"MSN"
1.97133781028604	4.43796082967223	4.65281535613966	0.000113251110393419	4.95428304156037e-05	0.00021656308389917	0.000113811641984156	30	3.52904206673877	0.193722553388551	1.35652523291281	1.23413642254389	"P78417"	"GSTO1"
-0.680502069318133	-4.73584460949111	-4.6474810084373	4.90726704151363e-05	5.03264534762627e-05	0.000128410754364741	0.000113811641984156	30	3.52904206673877	0.193722553388551	0.141950430746269	0.147399617106121	"P20933"	"AGA"
-0.662949278989806	-4.75332824899922	-4.64493860370912	4.67149978782983e-05	5.07042398449991e-05	0.000126686461236999	0.000113811641984156	30	3.52904206673877	0.193722553388551	0.133732725349562	0.140046852257948	"O14773"	"TPP1"
-0.83302474486378	-4.58181458175532	-4.61781356462971	7.56734727635906e-05	5.49137042926654e-05	0.000168463346336102	0.000121392701019707	30	3.52904206673877	0.193722553388551	0.227255020758013	0.223725618166885	"Q8NHP8"	"PLBD2"
0.528176175170079	4.90666721170593	4.57410115331017	3.03184199054111e-05	6.2435838923169e-05	9.6645478107667e-05	0.000134019417469679	30	3.52904206673877	0.193722553388551	0.0796630830357749	0.0916682178136694	"P08571"	"CD14"
-0.71827919511206	-4.61007181822985	-4.5715613770898	6.99001131320507e-05	6.29029208811204e-05	0.000160398788273505	0.000134019417469679	30	3.52904206673877	0.193722553388551	0.166895218673441	0.16971888397708	"Q9Y4C0"	"NRXN3"
1.25156504409006	4.40987510572377	4.5689794947918	0.000122503591189257	6.33812860573588e-05	0.000228399629102048	0.000134019417469679	30	3.52904206673877	0.193722553388551	0.55376687376301	0.515871023653045	"O75368"	"SH3BGRL"
0.910042080224854	4.48721807990518	4.56348786144289	9.86642754528317e-05	6.44107514025095e-05	0.000198241615338256	0.000134250556634927	30	3.52904206673877	0.193722553388551	0.282775186689339	0.273402103842331	"P24593"	"IGFBP5"
0.730698102198907	4.57533680764167	4.55031305507645	7.7062252752254e-05	6.69483640802253e-05	0.00016861372117446	0.000137574324806874	30	3.52904206673877	0.193722553388551	0.175348688518261	0.177282598288983	"P18669"	"PGAM1"
1.15690853997086	4.38149976054034	4.52570995385273	0.000132610343672472	7.1954434103363e-05	0.000244190600461928	0.000145807826123564	30	3.52904206673877	0.193722553388551	0.479319581836962	0.449259554308473	"P60709"	"ACTB"
0.629300438007845	4.63685346977371	4.51273515294118	6.48325363704746e-05	7.47415507583181e-05	0.000151094828292471	0.000149380880110306	30	3.52904206673877	0.193722553388551	0.126631580332467	0.133693126133331	"Q86Y22"	"COL23A1"
2.79055470211918	4.26470632350785	4.49122120375479	0.000183630595345272	7.95996749538559e-05	0.00030098178328595	0.000156940612806432	30	3.52904206673877	0.193722553388551	2.94357782611548	2.65414650518539	"P02679"	"FGG"
1.37913903958025	4.29569159838759	4.47002430213467	0.000168459987070141	8.46906643387044e-05	0.00028881122692339	0.000163657629190468	30	3.52904206673877	0.193722553388551	0.708635032089941	0.654438798436473	"Q9HC38"	"GLOD4"
-0.639251949327748	-4.56589268576456	-4.46425843802151	7.9132409902571e-05	8.61302063104318e-05	0.00016861372117446	0.000163657629190468	30	3.52904206673877	0.193722553388551	0.134761372307991	0.14096723073734	"O75752"	"B3GALNT1"
-0.683730676767763	-4.51289634581907	-4.45979957007723	9.18144536904791e-05	8.72599626315047e-05	0.0001902020174405	0.000163657629190468	30	3.52904206673877	0.193722553388551	0.157809126809054	0.16158913319598	"Q4KMG0"	"CDON"
3.4218826943436	4.22836667627015	4.45888551425428	0.000203146187543747	8.74933587278454e-05	0.00032224941900956	0.000163657629190468	30	3.52904206673877	0.193722553388551	4.50254077322084	4.04902346946216	"P68871"	"HBB"
-0.68527958579318	-4.4864701518773	-4.43820598460779	9.88711984833898e-05	9.29413563745617e-05	0.000198241615338256	0.000171647579843712	30	3.52904206673877	0.193722553388551	0.160397917746408	0.163905445363981	"P15586"	"GNS"
-0.921000536076126	-4.32585343635761	-4.41465282392213	0.000154882883368131	9.95546352328996e-05	0.000271782231685123	0.000175853893872872	30	3.52904206673877	0.193722553388551	0.311636893354112	0.299226020857907	"Q99574"	"SERPINI1"
-1.36950427996688	-4.24159364875491	-4.41450543912059	0.000195816939879952	9.95974448129954e-05	0.00031746729613178	0.000175853893872872	30	3.52904206673877	0.193722553388551	0.716706544226434	0.661660757346387	"P02790"	"HPX"
-0.42615263181125	-5.0569197332118	-4.41425966599768	1.98375786323858e-05	9.96688727515164e-05	8.28584304972273e-05	0.000175853893872872	30	3.52904206673877	0.193722553388551	0.0488237273518981	0.0640748058493563	"Q8NFZ8"	"CADM4"
-0.829655981625435	-4.35730881015872	-4.409309202379	0.000141874563612771	0.000101118402100373	0.000254954691186454	0.000175853893872872	30	3.52904206673877	0.193722553388551	0.249248250946529	0.243403988468732	"Q13510"	"ASAH1"
-0.588055462297257	-4.5685695274865	-4.40887865208573	7.85401065774899e-05	0.000101245447843115	0.00016861372117446	0.000175853893872872	30	3.52904206673877	0.193722553388551	0.113906577212337	0.12230747148671	"Q9HAT2"	"SIAE"
-0.7430776691861	-4.37512011509351	-4.38046471861915	0.000134993787550591	0.000109986825608932	0.000245548050993528	0.000185095745442712	30	3.52904206673877	0.193722553388551	0.198317555893901	0.197833916751874	"P17050"	"NAGA"
0.923460964949392	4.28809439406089	4.37949376132393	0.000172061047342316	0.00011029831705633	0.000289897924061528	0.000185095745442712	30	3.52904206673877	0.193722553388551	0.318846103029963	0.30567643748016	"P40121"	"CAPG"
0.928551812444239	4.2861786015689	4.37926368131665	0.00017298105876292	0.000110372255956769	0.000289897924061528	0.000185095745442712	30	3.52904206673877	0.193722553388551	0.322659501882363	0.309088463548315	"Q9Y279"	"VSIG4"
1.63372731392362	4.17966183036165	4.37149903628214	0.000232540233205383	0.000112896343573685	0.00034684438227356	0.000186132894217366	30	3.52904206673877	0.193722553388551	1.05038751775962	0.960220709821921	"P02743"	"APCS"
-0.626778167972338	-4.46440576512107	-4.36677689064139	0.000105172757595839	0.000114459103406343	0.000203727237863357	0.000186132894217366	30	3.52904206673877	0.193722553388551	0.135510548521026	0.141637553687407	"O60888"	"CUTA"
1.64762658265994	4.17324023407901	4.36570147572862	0.000236715821746267	0.000114817971602582	0.000349576696395311	0.000186132894217366	30	3.52904206673877	0.193722553388551	1.07162666479529	0.979224366705456	"P15531"	"NME1"
1.29231461147431	4.18457341797511	4.34893093699157	0.000229395547692303	0.000120559824093153	0.000345610040559988	0.000193293381090413	30	3.52904206673877	0.193722553388551	0.655702482649619	0.607077574097023	"P02751"	"FN1"
-0.776042567864432	-4.31269150981856	-4.34245002836519	0.000160669353066481	0.000122853678931153	0.000278657768445806	0.000194830124653748	30	3.52904206673877	0.193722553388551	0.222611195990088	0.219570571244863	"Q9BQ16"	"SPOCK3"
-0.609657763818876	-4.43207375377785	-4.32219849254751	0.00011513142354242	0.000130301898026181	0.000217371871407652	0.000204420084184832	30	3.52904206673877	0.193722553388551	0.130086120586883	0.136784064652427	"O95390"	"GDF11"
-0.53786651185333	-4.54180002363046	-4.31824984908882	8.4666717391235e-05	0.000131805076461321	0.000177865179290795	0.000204578529830467	30	3.52904206673877	0.193722553388551	0.0964196824872611	0.10666113000436	"Q9BY67"	"CADM1"
1.86944418255902	4.11131934252155	4.31198777400198	0.000280960698799317	0.000134223989518085	0.000395345017898384	0.000206140016917523	30	3.52904206673877	0.193722553388551	1.4214621002454	1.29223847079507	"Q9NRX4"	"PHPT1"
0.954699340256146	4.19602839113691	4.3004245476895	0.000222223239871149	0.000138805940663142	0.000340512188520568	0.00021095634390011	30	3.52904206673877	0.193722553388551	0.355900920524356	0.33883111343598	"P02746"	"C1QB"
1.23624624826669	4.13909117195902	4.29667636813049	0.000260191990735371	0.000140323920321124	0.000375822523855327	0.000211064767938893	30	3.52904206673877	0.193722553388551	0.613299612487146	0.569137745624079	"P68032"	"ACTC1"
-0.632533791796454	-4.34768053203837	-4.27381813588837	0.000145737270070971	0.000149940986272126	0.000258778329582117	0.000223228713830603	30	3.52904206673877	0.193722553388551	0.145520747466171	0.150594146236535	"Q92823"	"NRCAM"
-0.704448453237498	-4.2753570691004	-4.266855985101	0.000178269714885935	0.000152996820554967	0.000295441582948622	0.000225477380480603	30	3.52904206673877	0.193722553388551	0.186649296914302	0.187393780445826	"Q6ZSJ9"	"SHISA6"
3.05286937107419	4.02174332979878	4.23954001815485	0.000359683660592985	0.000165588749748134	0.000474765144453852	0.000239909080199428	30	3.52904206673877	0.193722553388551	3.96150716300742	3.56493542799366	"P69905"	"HBA1"
0.933211203574482	4.13783548757335	4.23852018973614	0.000261097550810422	0.000166078070271574	0.000375822523855327	0.000239909080199428	30	3.52904206673877	0.193722553388551	0.349692365324394	0.333276029111527	"P18065"	"IGFBP2"
1.66695693358658	4.03610155048767	4.22603305847378	0.000345746152063611	0.000172185876554884	0.000464591155383277	0.000246293598204759	30	3.52904206673877	0.193722553388551	1.17272799489133	1.06968444894831	"P11277"	"SPTB"
-0.72137197215994	-4.19359370703508	-4.20416656664734	0.000223728945945815	0.000183417081405043	0.000340512188520568	0.000259441067461542	30	3.52904206673877	0.193722553388551	0.203431652807796	0.202409738128204	"Q96GW7"	"BCAN"
1.77708805109431	4.00616005982523	4.20001435343386	0.000375434452479506	0.000185629586937933	0.00048693707735992	0.000259441067461542	30	3.52904206673877	0.193722553388551	1.35280126992746	1.23080441892332	"P30041"	"PRDX6"
2.45922545776633	3.9882040630939	4.19800063407938	0.000394423535248631	0.000186712009082868	0.000496395378023872	0.000259441067461542	30	3.52904206673877	0.193722553388551	2.6140545803886	2.35930666597587	"P02675"	"FGB"
0.795409091188079	4.13199033044404	4.18509751549868	0.000265353870953204	0.000193796236195612	0.000376940402080972	0.000266744358074415	30	3.52904206673877	0.193722553388551	0.254762328953594	0.248337691611299	"P14207"	"FOLR2"
0.916138312208034	4.07545537799495	4.1737835526493	0.000310207164070514	0.000200224518809751	0.00043241883939775	0.000273016723558132	30	3.52904206673877	0.193722553388551	0.347410154557918	0.331234028542051	"P00995"	"SPINK1"
-0.638707489732561	-4.20457075918269	-4.15648774533517	0.00021701883311058	0.000210457824970323	0.00033718073425047	0.000284313244736108	30	3.52904206673877	0.193722553388551	0.158647557048024	0.162339315891896	"Q9Y646"	"CPQ"
1.1386535313994	3.99845993748886	4.14327394652867	0.000383465187625685	0.000218619922367629	0.000493065385644678	0.000292630107810913	30	3.52904206673877	0.193722553388551	0.557532770569038	0.519240547421602	"O00299"	"CLIC1"
1.13140783788031	3.99146071483044	4.13526567655649	0.000390910956971275	0.000223716788564614	0.000496395378023872	0.000294358965369125	30	3.52904206673877	0.193722553388551	0.552391961698242	0.514640825609781	"P52823"	"STC1"
1.74507009440932	3.94422995682945	4.13490881799246	0.000444993868638997	0.000223946601942051	0.00052165000382294	0.000294358965369125	30	3.52904206673877	0.193722553388551	1.34577978335324	1.22452196692821	"P00491"	"PNP"
-0.684533876166023	-4.13652321260147	-4.13023836547702	0.000262047235820915	0.00022697574357779	0.000375822523855327	0.000295676762559448	30	3.52904206673877	0.193722553388551	0.188274568809962	0.18884798712351	"Q08380"	"LGALS3BP"
-0.874939887962315	-4.03120827026075	-4.11926013117954	0.000350435450479595	0.000234254970388896	0.000466687933312999	0.000299113984722859	30	3.52904206673877	0.193722553388551	0.323861007234343	0.310163506506228	"P20849"	"COL9A1"
-0.831727180739477	-4.04498776098627	-4.11791360786722	0.000337387365943363	0.000235163396696194	0.000457480610068628	0.000299113984722859	30	3.52904206673877	0.193722553388551	0.290669904220564	0.280465876361252	"P13521"	"SCG2"
3.39638494991511	3.9028507421188	4.11702511402404	0.000498351659537376	0.000235764704689964	0.000551849898455966	0.000299113984722859	30	3.52904206673877	0.193722553388551	5.20646115544615	4.67885391390866	"P69892"	"HBG2"
1.84477589267137	3.91533970851288	4.10866840676284	0.000481619761541353	0.000241494513959716	0.000544210514312384	0.00030374214081848	30	3.52904206673877	0.193722553388551	1.52623368323009	1.3859824997263	"P02549"	"SPTA1"
1.76265913519497	3.90063953588022	4.0906213701281	0.000501372787616178	0.000254337882107406	0.000551849898455966	0.000317161861610536	30	3.52904206673877	0.193722553388551	1.40390505581352	1.27652936309351	"Q04760"	"GLO1"
0.87463705899497	3.9817841649421	4.07192908307684	0.000401438822783093	0.000268345276250195	0.000498970287813419	0.000331793380181159	30	3.52904206673877	0.193722553388551	0.331721042654528	0.317196247320481	"P09211"	"GSTP1"
0.945790593271804	3.95370607001275	4.06375016282852	0.000433585541725057	0.0002747092358226	0.000521542455982268	0.000336807744404195	30	3.52904206673877	0.193722553388551	0.393417726271196	0.372399151859652	"P07737"	"PFN1"
-0.94058386991456	-3.94885661288235	-4.05780792027344	0.000439387555309376	0.000279425256907853	0.00052165000382294	0.000339734915142763	30	3.52904206673877	0.193722553388551	0.390054261706285	0.369389703013889	"O15537"	"RS1"
0.933705628412211	3.9363860012111	4.04405711225177	0.000454659223739051	0.000290644336243442	0.00052165000382294	0.000350455002415826	30	3.52904206673877	0.193722553388551	0.386809648649821	0.366486596164007	"Q9H299"	"SH3BGRL3"
