"logFC"	"t.ord"	"t.mod"	"p.ord"	"p.mod"	"q.ord"	"q.mod"	"df.r"	"df.0"	"s2.0"	"s2"	"s2.post"	"protein"	"Gene"
0.925399973104807	3.91737925099635	4.02361011577401	0.000478940057357273	0.000308145791502373	0.000544210514312384	0.000367602506767518	30	3.52904206673877	0.193722553388551	0.383654618087881	0.363663642956163	"P54725"	"RAD23A"
1.27608467665414	3.86138861414168	4.02161865488643	0.000558080315665597	0.000309904445563327	0.000594573063391163	0.000367602506767518	30	3.52904206673877	0.193722553388551	0.75083527231	0.692197324435569	"P06753"	"TPM3"
1.06348687752355	3.88409258810905	4.01832263001724	0.000524556418628204	0.000312836741498378	0.000566960235709955	0.000368088151450168	30	3.52904206673877	0.193722553388551	0.515415916110387	0.48155663055799	"Q02747"	"GUCA2A"
-0.72959854828449	-3.95936026569711	-3.99530156804954	0.000426915459321909	0.000334087193596114	0.000517694238021709	0.000385684457128017	30	3.52904206673877	0.193722553388551	0.233448229262187	0.229266971085809	"Q16620"	"NTRK2"
1.10924930158751	3.84986562180215	3.99111197690366	0.000575887071422567	0.000338103450991189	0.000601106015541846	0.000385684457128017	30	3.52904206673877	0.193722553388551	0.570742073422783	0.531059527660393	"Q99436"	"PSMB7"
1.19213059207399	3.83916058576745	3.99067900836186	0.000592926607528584	0.000338521186141141	0.000609915258717977	0.000385684457128017	30	3.52904206673877	0.193722553388551	0.662899683329621	0.613517245709779	"P29401"	"TKT"
1.55095623826727	3.8103988152475	3.98858429338261	0.000641183785330613	0.000340549333296111	0.00062918086226169	0.000385684457128017	30	3.52904206673877	0.193722553388551	1.13901888156241	1.03952333077933	"P62937"	"PPIA"
2.0333238571749	3.79410257683906	3.98811104251043	0.000670206094157323	0.000341009186113697	0.00064411655798711	0.000385684457128017	30	3.52904206673877	0.193722553388551	1.97454792271076	1.78711018949594	"P02671"	"FGA"
1.12923910438669	3.83407099094219	3.97802240316054	0.000601199678432128	0.000350957770073449	0.000614189581081567	0.00039388303819623	30	3.52904206673877	0.193722553388551	0.596381578896591	0.554000390768954	"Q99497"	"PARK7"
-1.19516977061489	-3.82355295711251	-3.97532432329423	0.000618655452788336	0.000353666087363018	0.000621088413781709	0.000393892663302384	30	3.52904206673877	0.193722553388551	0.67173454514236	0.621422209229303	"P02647"	"APOA1"
-0.552103928039249	-4.06376469929737	-3.95562177096906	0.000320372175821809	0.00037407162259242	0.000442453460748374	0.000413462952702168	30	3.52904206673877	0.193722553388551	0.126898728242226	0.133932155846044	"Q12860"	"CNTN1"
-0.760724254888631	-3.88409012563936	-3.93951031996401	0.00052455994559006	0.000391608181143997	0.000566960235709955	0.000429591702730325	30	3.52904206673877	0.193722553388551	0.263723379393884	0.256355561989868	"Q7Z7G0"	"ABI3BP"
-0.946531590892855	-3.8220278673217	-3.93562843777735	0.000621227239778691	0.000395951911530162	0.000621088413781709	0.000431115279279356	30	3.52904206673877	0.193722553388551	0.421653034896226	0.397662601291487	"P27169"	"PON1"
1.21281080083144	3.77065975032699	3.92391001187875	0.000714215643077091	0.000409351634885122	0.000669990731568005	0.000441077615317749	30	3.52904206673877	0.193722553388551	0.711253021220392	0.656781235591617	"P02775"	"PPBP"
-0.636722489678129	-3.93845611456146	-3.92236758617932	0.000452088631737517	0.00041114797610552	0.00052165000382294	0.000441077615317749	30	3.52904206673877	0.193722553388551	0.17968882179336	0.181165918247657	"Q92520"	"FAM3C"
-0.677850181416235	-3.87553026046525	-3.89172528529969	0.000536961337462934	0.00044847029820954	0.000576188753856761	0.000477605025303816	30	3.52904206673877	0.193722553388551	0.210318691553215	0.208571893371151	"P22304"	"IDS"
-0.632612881721203	-3.89932308297474	-3.88492431644878	0.000503179934489874	0.000457191141629806	0.000551849898455966	0.000483364209571844	30	3.52904206673877	0.193722553388551	0.180954889870654	0.182298728491481	"P15848"	"ARSB"
-0.53960006276481	-3.98671569123621	-3.87839176157189	0.000396039158804297	0.000465723288173569	0.000496395378023872	0.000488842463817608	30	3.52904206673877	0.193722553388551	0.125946514917313	0.133080166108594	"P22303"	"ACHE"
0.768354948063896	3.79754162718326	3.86140771174483	0.000663976611444482	0.000488638556097565	0.000643270874128537	0.000509231740982526	30	3.52904206673877	0.193722553388551	0.281443615382685	0.272210684799697	"P39059"	"COL15A1"
-0.716793588064912	-3.81600928262	-3.85710643853337	0.000631478768040234	0.000494614014846852	0.000623761214529866	0.000511803291686862	30	3.52904206673877	0.193722553388551	0.242572788741423	0.237431140638646	"Q5VU97"	"CACHD1"
1.38266701144555	3.68325103264232	3.84886534088808	0.00090453407095907	0.000506262204795022	0.000802760913567454	0.000520167161339846	30	3.52904206673877	0.193722553388551	0.96882484274925	0.887242774888953	"P02452"	"COL1A1"
-0.53802500094778	-3.94229897694704	-3.84001665621387	0.000447354388704807	0.000519066482367601	0.00052165000382294	0.000526956288580907	30	3.52904206673877	0.193722553388551	0.128049681252911	0.134961967263018	"P08294"	"SOD3"
-1.21631535727726	-3.68652661953832	-3.83931623597897	0.000896585560736141	0.000520093366043536	0.000802760913567454	0.000526956288580907	30	3.52904206673877	0.193722553388551	0.748394064638642	0.690013061908923	"P02652"	"APOA2"
-0.695551604598591	-3.7974354159714	-3.82984015230414	0.000664168153681652	0.000534182064066291	0.000643270874128537	0.000537498267984324	30	3.52904206673877	0.193722553388551	0.230648494034878	0.226761917208872	"Q9NS85"	"CA10"
-0.705267520315447	-3.77441187495212	-3.81333307390017	0.00070698696205085	0.000559616030585034	0.0006674071868189	0.000556634445272132	30	3.52904206673877	0.193722553388551	0.240039044955168	0.235164081727856	"Q9UHL4"	"DPP7"
-0.4731249553009	-4.01346123917173	-3.8125632230921	0.000367972287628015	0.000560830524117586	0.000481445157150633	0.000556634445272132	30	3.52904206673877	0.193722553388551	0.0955402268293336	0.105874239949902	"P11279"	"LAMP1"
0.75544012026782	3.72888906166693	3.79196716672943	0.000799716661767014	0.00059429072832511	0.000731787692634773	0.000585745881846202	30	3.52904206673877	0.193722553388551	0.282171968849411	0.272862376666058	"O75874"	"IDH1"
-0.682399876589666	-3.76077655190538	-3.78964028557755	0.000733602859712352	0.000598190818466835	0.000683876364112651	0.000585745881846202	30	3.52904206673877	0.193722553388551	0.22635782950707	0.222922859248968	"P55083"	"MFAP4"
0.878637449739089	3.68092910258667	3.78293248585024	0.000910209919370554	0.00060957352378706	0.000802760913567454	0.000592912499517867	30	3.52904206673877	0.193722553388551	0.391721327135212	0.370881304317864	"P02745"	"C1QA"
-0.554101816273414	-3.84960092955889	-3.77866474025599	0.000576302562348457	0.000616924893168547	0.000601106015541846	0.000596089012582643	30	3.52904206673877	0.193722553388551	0.142436216434033	0.147834272250873	"Q8TDB4"	"MGARP"
-0.556441629279106	-3.84123185031424	-3.77375621434107	0.000589591727276957	0.000625486585081944	0.000609915258717977	0.000600191304743383	30	3.52904206673877	0.193722553388551	0.144268290995102	0.149473514932566	"Q92752"	"TNR"
-0.484546174520452	-3.93892430798346	-3.77153543670169	0.000451509222763825	0.000629398003000116	0.00052165000382294	0.000600191304743383	30	3.52904206673877	0.193722553388551	0.104036987976835	0.113476689012349	"Q9P2S2"	"NRXN2"
0.841415461345116	3.65733402703618	3.75080469865015	0.000969886879053288	0.00066707560820731	0.000836202654869068	0.00063067763043636	30	3.52904206673877	0.193722553388551	0.363885227865991	0.345975046142805	"P52566"	"ARHGDIB"
-0.521226599263088	-3.85398693136872	-3.7488188905218	0.000569455435100867	0.00067079763805099	0.000601106015541846	0.00063067763043636	30	3.52904206673877	0.193722553388551	0.125749239803493	0.132903654850002	"P23435"	"CBLN1"
0.759923412909382	3.67940149609101	3.74694104290463	0.000913962958730671	0.0006743358612042	0.000802760913567454	0.00063067763043636	30	3.52904206673877	0.193722553388551	0.29326348524184	0.282786474441072	"P24821"	"TNC"
1.1931875427844	3.58975477330442	3.73934572682401	0.00116262093174565	0.000688832645416167	0.000979718778684465	0.000638624491119777	30	3.52904206673877	0.193722553388551	0.759557331933866	0.700001358567984	"P08493"	"MGP"
-0.572092659601595	-3.78101177452972	-3.73590507723847	0.000694444642957111	0.000695498772109668	0.000659742619875165	0.000638624491119777	30	3.52904206673877	0.193722553388551	0.157394442565234	0.161218095834106	"Q9UM22"	"EPDR1"
-0.476620729219762	-3.90744502988699	-3.73566602871671	0.000492131420464969	0.000695964238652186	0.000551849898455966	0.000638624491119777	30	3.52904206673877	0.193722553388551	0.102289911285757	0.111913497894989	"O00115"	"DNASE2"
0.725221497460123	3.67682517713579	3.73136485068575	0.00092032660989572	0.000704391181278884	0.000802760913567454	0.000642317414808735	30	3.52904206673877	0.193722553388551	0.267465689886683	0.259703981982319	"P12111"	"COL6A3"
0.439137469675574	3.97670862716865	3.72786361173817	0.000407071528890335	0.000711323905192091	0.000501789904037813	0.000644610384476412	30	3.52904206673877	0.193722553388551	0.0838351507945764	0.0954011617049655	"P09972"	"ALDOC"
-0.364943186391402	-4.23204219693524	-3.72094417101319	0.000201082822684709	0.000725220188722438	0.00032224941900956	0.000653146554922613	30	3.52904206673877	0.193722553388551	0.0511238136501703	0.066132800492055	"Q07954"	"LRP1"
0.682527707019207	3.67682193770833	3.71260586526051	0.00092033463852462	0.000742316140815953	0.000802760913567454	0.000664441988042839	30	3.52904206673877	0.193722553388551	0.236901646046881	0.23235690438407	"P02747"	"C1QC"
0.529790501103651	3.79219927222258	3.70663249377987	0.000673678210537402	0.000754802954466584	0.00064411655798711	0.00067149922052525	30	3.52904206673877	0.193722553388551	0.134183382715015	0.140450076451968	"Q86VB7"	"CD163"
-0.429926964288321	-3.96298569297115	-3.70074314551053	0.000422691666111746	0.000767313436969415	0.000516773714929806	0.000675116546770605	30	3.52904206673877	0.193722553388551	0.0809127686409283	0.0927863698944827	"P10645"	"CHGA"
-0.503117048064095	-3.82003190868193	-3.70036500683742	0.000624608838848287	0.000768123533359448	0.000621088413781709	0.000675116546770605	30	3.52904206673877	0.193722553388551	0.119255052662105	0.127093002286357	"Q99435"	"NELL2"
-0.492228454157806	-3.82547431356432	-3.69153574798982	0.000615430230772638	0.000787276152796197	0.000621088413781709	0.000687806688699483	30	3.52904206673877	0.193722553388551	0.113824447945065	0.122233986595216	"P23471"	"PTPRZ1"
1.72950183587969	3.51330708144743	3.68906217056089	0.00142551345480296	0.000792724387243118	0.00116186800416074	0.000688444138647608	30	3.52904206673877	0.193722553388551	1.66602891689313	1.511063824792	"P13798"	"APEH"
-0.541096619620731	-3.73391969108309	-3.66851428735212	0.00078891370874094	0.000839417366874975	0.000726358543817299	0.000724681233805072	30	3.52904206673877	0.193722553388551	0.144375133295378	0.149569111728976	"P07686"	"HEXB"
0.643549182732848	3.6317237171422	3.65150006102244	0.00103896462113082	0.00088008704892074	0.000890611035230131	0.000755322597935627	30	3.52904206673877	0.193722553388551	0.215879092784335	0.21354704406593	"P09960"	"LTA4H"
-0.534135955053097	-3.69631923123828	-3.63017001695623	0.000873226016260304	0.000933774134986262	0.000794180792539078	0.000796712258012889	30	3.52904206673877	0.193722553388551	0.143561300958429	0.148840937924909	"Q8N3J6"	"CADM2"
2.05796064066096	3.44332235254744	3.6234469101404	0.00171598091495449	0.000951343336298391	0.00135421372248375	0.000806983403550308	30	3.52904206673877	0.193722553388551	2.45579136360677	2.21770117381763	"P04003"	"C4BPA"
-0.814343717088074	-3.52860428716066	-3.61945044573053	0.00136867725879848	0.000961938230116829	0.00112849798785301	0.000811254000686315	30	3.52904206673877	0.193722553388551	0.366169601696918	0.348018982107077	"Q08629"	"SPOCK1"
1.01048148207043	3.48794649855095	3.61666983996459	0.00152480684315245	0.000969377039597644	0.00123604297441174	0.000812829112733066	30	3.52904206673877	0.193722553388551	0.57701857160282	0.536675403742576	"P40925"	"MDH1"
-0.582737107026316	-3.60710491010097	-3.59208091330966	0.00110985978668246	0.00103762511621386	0.000940571920354898	0.000865083833967909	30	3.52904206673877	0.193722553388551	0.179432249739885	0.180936351247534	"Q16769"	"QPCT"
1.50228973475036	3.40539583337204	3.56985185082449	0.00189647434652147	0.00110330263110359	0.00143945459163955	0.000905588238048234	30	3.52904206673877	0.193722553388551	1.33796545728819	1.21753012440897	"P10768"	"ESD"
1.39927638312822	3.40932931172998	3.56933606937213	0.00187693565052896	0.00110487323361297	0.00143565911661902	0.000905588238048234	30	3.52904206673877	0.193722553388551	1.15808865253475	1.05658594557255	"Q13228"	"SELENBP1"
-0.349748214719006	-4.05812473441152	-3.56740930627471	0.000325392415183147	0.00111075952872769	0.000445263902737252	0.000905588238048234	30	3.52904206673877	0.193722553388551	0.0510661282445551	0.0660811866653011	"P23470"	"PTPRG"
-0.649337453161854	-3.53634922852582	-3.56731913214293	0.00134074403810937	0.00111103575286488	0.00111719608358438	0.000905588238048234	30	3.52904206673877	0.193722553388551	0.231794600712955	0.227787392385701	"O43405"	"COCH"
-0.318599401572385	-4.22466009997993	-3.54997700167072	0.000205248119712359	0.00116541005625052	0.00032224941900956	0.000944630634439179	30	3.52904206673877	0.193722553388551	0.039100208020053	0.0553747189403799	"Q14982"	"OPCML"
-1.09955882016773	-3.40445049592442	-3.54326997047967	0.00190119925063078	0.00118712062475149	0.00143945459163955	0.000956912097385872	30	3.52904206673877	0.193722553388551	0.717159224211302	0.662065791272469	"P35542"	"SAA4"
0.834707159557373	3.41365520164484	3.5127970823961	0.00185567186521808	0.00129077288583403	0.00142671101551671	0.00103474709423062	30	3.52904206673877	0.193722553388551	0.411056645789743	0.388181517025443	"P0DP23"	"CALM1"
-0.56559571760593	-3.52839513651267	-3.51059268165679	0.00136943934977418	0.00129860042587149	0.00112849798785301	0.00103533339069607	30	3.52904206673877	0.193722553388551	0.176656856449499	0.178453077238517	"O15240"	"VGF"
-0.874970917709503	-3.39764602308042	-3.50539680115983	0.00193554517114297	0.00131723177324558	0.00145073068100119	0.00104448003841681	30	3.52904206673877	0.193722553388551	0.455935782159775	0.428336976534874	"Q14055"	"COL9A2"
-0.558121985034084	-3.52251932321922	-3.50004200578472	0.00139101796992146	0.00133670242999101	0.00113998178893489	0.00105418972438893	30	3.52904206673877	0.193722553388551	0.172593404110589	0.174817316636569	"P51693"	"APLP1"
-0.459624736007759	-3.62423962199246	-3.48879833495609	0.00106003797329616	0.00137849226879885	0.000903482896495945	0.00108130238279178	30	3.52904206673877	0.193722553388551	0.110572131458811	0.119323987126893	"Q8NFT8"	"DNER"
-0.39177641199408	-3.74316259227019	-3.46725680889256	0.000769434541470865	0.00146209847335057	0.000712824082623593	0.00114075081207556	30	3.52904206673877	0.193722553388551	0.0753133364156589	0.0877762963461923	"P35052"	"GPC1"
-0.409948768370465	-3.67056163673928	-3.4491418354479	0.000935978167284054	0.00153616448250359	0.000811659418649213	0.0011921630025403	30	3.52904206673877	0.193722553388551	0.0857564574011646	0.0971202444656038	"Q9UPZ6"	"THSD7A"
-0.535151683010012	-3.47683379863364	-3.44269128743153	0.00157039371479348	0.00156339996005695	0.0012661156620392	0.0012014744492276	30	3.52904206673877	0.193722553388551	0.162876576395494	0.166123217029649	"P07602"	"PSAP"
-0.592819843253579	-3.43234972941035	-3.44240191088746	0.00176642138281275	0.00156463258605335	0.00137942314024158	0.0012014744492276	30	3.52904206673877	0.193722553388551	0.205085568851103	0.203889574062689	"P48058"	"GRIA4"
-0.602920803000004	-3.42357722510603	-3.44017443052424	0.00180777440486778	0.00157415208071411	0.00139708710861139	0.00120245571283596	30	3.52904206673877	0.193722553388551	0.213222476410001	0.211170045311495	"Q99519"	"NEU1"
1.20652870905504	3.28495733567282	3.43090424142306	0.0025991124951022	0.00161437134428894	0.00184604525541344	0.00122675540708588	30	3.52904206673877	0.193722553388551	0.927445837277055	0.850219045976718	"O75636"	"FCN3"
-0.717701718013054	-3.3589888377283	-3.42877040568326	0.00214230764981337	0.00162376802696665	0.0015587071896714	0.00122750267186985	30	3.52904206673877	0.193722553388551	0.313865479828884	0.301220041268931	"P05408"	"SCG5"
0.675377185708078	3.36562298948682	3.42009750059944	0.00210537299189665	0.00166250449277715	0.0015469261128321	0.00125030758890705	30	3.52904206673877	0.193722553388551	0.27684363534835	0.268094867808702	"P30740"	"SERPINB1"
1.30534067262336	3.26330748150062	3.41472257666727	0.00274949408256147	0.00168695503178866	0.00193443209660114	0.0012621897939122	30	3.52904206673877	0.193722553388551	1.10002979822961	1.00463797683287	"P0CG47"	"UBB"
-0.582194175897143	-3.39999370600603	-3.40699170828038	0.00192362808800432	0.00172272946672396	0.00144908039455339	0.00128238013066331	30	3.52904206673877	0.193722553388551	0.201582204098151	0.200754949984274	"Q9P121"	"NTM"
0.842844281005438	3.28873841682909	3.39225179499488	0.0025736717263473	0.00179296742740821	0.00183672199397899	0.0013278895195109	30	3.52904206673877	0.193722553388551	0.451552996069024	0.424415493109824	"P02461"	"COL3A1"
-0.539057015343112	-3.36955403924579	-3.35178736379593	0.00208377751819118	0.00200020156580367	0.0015386383036384	0.00147388752215468	30	3.52904206673877	0.193722553388551	0.175953234882443	0.177823514157959	"Q8IUK5"	"PLXDC1"
-0.854373490525246	-3.24040652722099	-3.34683947793229	0.00291763493057118	0.00202706437433125	0.00202408641940841	0.00148617596714064	30	3.52904206673877	0.193722553388551	0.477935439427356	0.448021097444554	"Q9H4D0"	"CLSTN2"
-0.397403800799626	-3.54842766198962	-3.33630436509375	0.00129828012510427	0.00208541762724088	0.00108788995688223	0.00152131383211692	30	3.52904206673877	0.193722553388551	0.0862312780732933	0.0975450886987169	"P12109"	"COL6A1"
1.11543667922622	3.19575102036062	3.33344775210101	0.00327425201009418	0.00210151551241668	0.00218999841667584	0.00152543010175854	30	3.52904206673877	0.193722553388551	0.837561436006578	0.769795273870527	"P11142"	"HSPA8"
-0.447003203782848	-3.42675439656771	-3.31425114767612	0.00179269067196842	0.00221282243473142	0.00139264585564859	0.00159699470025292	30	3.52904206673877	0.193722553388551	0.116984417487488	0.125061358939586	"Q96FE5"	"LINGO1"
-0.620781093377435	-3.27486948682697	-3.31271011819169	0.00266817443380019	0.00222199840731855	0.00188611567454149	0.00159699470025292	30	3.52904206673877	0.193722553388551	0.247036810770885	0.241425309652401	"P16870"	"CPE"
-0.490807324669408	-3.36012811302245	-3.30481808187037	0.0021359208527152	0.00226956483294412	0.0015587071896714	0.00162318565334427	30	3.52904206673877	0.193722553388551	0.146684120364908	0.151635070307453	"Q9GZX9"	"TWSG1"
0.814520553593878	3.20236172448774	3.30194708362416	0.00321894694391905	0.00228710926508138	0.00216270560187995	0.00162775418900533	30	3.52904206673877	0.193722553388551	0.444770552247486	0.418346923830656	"P04275"	"VWF"
1.30524693917822	3.13454570123116	3.28255981773214	0.00383129077805299	0.00240902463220084	0.00246799125404188	0.00170619941927358	30	3.52904206673877	0.193722553388551	1.19208948454888	1.08700807807468	"P06702"	"S100A9"
0.811222156277882	3.17166346109176	3.27117816013936	0.00348355543591711	0.0024834666563534	0.00228893484211082	0.0017504260079158	30	3.52904206673877	0.193722553388551	0.449757186982526	0.422808698842105	"Q15782"	"CHI3L2"
0.642473285476122	3.21685719941652	3.26774097838647	0.0031007895317136	0.00250637650590267	0.00211185810840969	0.00175789488300123	30	3.52904206673877	0.193722553388551	0.274232729199887	0.265758768128372	"P61626"	"LYZ"
-0.702279166091255	-3.19344573974788	-3.26598468300307	0.00329375079527013	0.00251816056548286	0.00219320526703129	0.00175789488300123	30	3.52904206673877	0.193722553388551	0.33248586683812	0.317880571240684	"O75829"	"CNMD"
-0.550269034101111	-3.2607772291339	-3.26258690995891	0.00276760459730063	0.00254110874583445	0.00193803225585573	0.00176546749401252	30	3.52904206673877	0.193722553388551	0.195785530120173	0.195568395027136	"Q53EL9"	"SEZ6"
-0.426255236506184	-3.39257292974822	-3.26055420816074	0.00196154022072312	0.0025549327610471	0.00146286342965985	0.00176665924066466	30	3.52904206673877	0.193722553388551	0.108530991924162	0.117497684248404	"P32004"	"L1CAM"
0.831455396044218	3.13159483606121	3.23547253950095	0.00386031337084241	0.00273152937057562	0.00246799125404188	0.00187986119549855	30	3.52904206673877	0.193722553388551	0.484640248141986	0.454020202967418	"P07996"	"THBS1"
-0.407557791462452	-3.38771052437253	-3.23054954555196	0.00198677125070875	0.00276753299776358	0.00147430850413671	0.00189569722267259	30	3.52904206673877	0.193722553388551	0.0995035364276112	0.109420398164373	"P15151"	"PVR"
-0.530270878506183	-3.23729939251603	-3.22877834397703	0.00294119321154513	0.00278059684835317	0.00203098335840122	0.00189574545012337	30	3.52904206673877	0.193722553388551	0.184460136309249	0.18543503620193	"Q8NCC3"	"PLA2G15"
1.47183486584716	3.07349047659774	3.22600943822243	0.00447632696747291	0.0028011374131276	0.00279357581141894	0.00189883509613656	30	3.52904206673877	0.193722553388551	1.5766203654935	1.43106581779109	"P01768"	"IGHV3-30"
0.537384794586874	3.22713219590643	3.2243879574495	0.00301956120832242	0.00281323315806984	0.00206596949626945	0.00189883509613656	30	3.52904206673877	0.193722553388551	0.19063820397447	0.190962841905048	"Q15582"	"TGFBI"
-0.369619196515428	-3.46267223179718	-3.2219111244812	0.00163039953249083	0.00283180579174493	0.00129980177204741	0.00189883509613656	30	3.52904206673877	0.193722553388551	0.0783355634020158	0.0904804239920176	"Q92859"	"NEO1"
-0.52836827768116	-3.23019427308407	-3.22119637393838	0.00299575090627098	0.00283718708516857	0.00205912412373146	0.00189883509613656	30	3.52904206673877	0.193722553388551	0.183945381366284	0.184974460911463	"Q7Z3B1"	"NEGR1"
-0.377828313722649	-3.43311686397927	-3.21595259448516	0.00176284887987438	0.00287696634489913	0.00137942314024158	0.00191666598783156	30	3.52904206673877	0.193722553388551	0.0832692260669373	0.0948948024181306	"Q13449"	"LSAMP"
-0.450017317696687	-3.29787887888098	-3.21225069669833	0.00251315438713738	0.00290536856500742	0.0018021560533795	0.00192678972639135	30	3.52904206673877	0.193722553388551	0.128015263190674	0.134931171815149	"Q9NQ79"	"CRTAC1"
0.665354267452484	3.13141397116593	3.19525453881438	0.00386209903140667	0.00303923488354296	0.00246799125404188	0.00200644731746389	30	3.52904206673877	0.193722553388551	0.3103827853364	0.298103911838017	"Q16627"	"CCL14"
-0.302363625261559	-3.67982789012388	-3.18599895216653	0.000912913877832587	0.0031145854357055	0.000802760913567454	0.00204693024689263	30	3.52904206673877	0.193722553388551	0.0464169688729591	0.0619213666242078	"Q9NPR2"	"SEMA4B"
2.38570121930879	3.0132825166928	3.1771999724107	0.0052127023670664	0.00318786587525866	0.00318175428486831	0.00208569570717016	30	3.52904206673877	0.193722553388551	4.3094823265632	3.87628505993048	"Q5T619"	"ZNF648"
-0.451923245992148	-3.24638261180464	-3.17148497325856	0.00287283159640132	0.00323633822138462	0.00200231756159355	0.00210795654364373	30	3.52904206673877	0.193722553388551	0.133230193192188	0.139597213264648	"P34059"	"GALNS"
-0.398359486634248	-3.32170063331915	-3.16573811021439	0.00236178913991106	0.00328578771518036	0.00171005650928085	0.00213065313269001	30	3.52904206673877	0.193722553388551	0.0988785415435639	0.108861186049572	"P06865"	"HEXA"
0.807384034198555	3.05894231080297	3.15956731724144	0.00464461415099926	0.00333968511413664	0.00286266787264507	0.00215602032748189	30	3.52904206673877	0.193722553388551	0.478950293218844	0.448929134533238	"Q96NZ9"	"PRAP1"
-0.456313877536834	-3.20836538727196	-3.14400091910143	0.00316949563620096	0.00347940768777439	0.00214883979606764	0.00223632660759202	30	3.52904206673877	0.193722553388551	0.139069665927328	0.144822062268849	"Q9BYH1"	"SEZ6L"
-0.387495314381056	-3.30307351911016	-3.134790666048	0.00247937305436695	0.00356467656648583	0.00178652086462755	0.00228108282021461	30	3.52904206673877	0.193722553388551	0.0946169910447593	0.105048177771266	"Q8IWV2"	"CNTN4"
-0.819619879973434	-3.02959029250272	-3.13267833804227	0.0050026259448747	0.0035845106454885	0.00307063586830132	0.00228375842060189	30	3.52904206673877	0.193722553388551	0.503187528827599	0.4706153212968	"P31431"	"SDC4"
-0.562864318638628	-3.08902380517883	-3.11392139392679	0.0043030534676537	0.0037652906358058	0.0027081016234936	0.00238850655613737	30	3.52904206673877	0.193722553388551	0.228264108208482	0.224628495840927	"O75326"	"SEMA7A"
-0.317709746555614	-3.46084099879726	-3.09960435768382	0.00163831879241466	0.00390906914413188	0.00129980177204741	0.00245842741787743	30	3.52904206673877	0.193722553388551	0.0579389319017876	0.0722306051099608	"P80723"	"BASP1"
0.481714811686375	3.13042377305167	3.09959004546812	0.00387188912711858	0.00390921544692971	0.00246799125404188	0.00245842741787743	30	3.52904206673877	0.193722553388551	0.162797014699824	0.166052029464393	"Q14019"	"COTL1"
-0.314707445732727	-3.46368418238534	-3.09306330595282	0.00162603917806435	0.00397647740232189	0.00129980177204741	0.0024899943821098	30	3.52904206673877	0.193722553388551	0.0567557890787567	0.0711719919643697	"Q7Z7M0"	"MEGF8"
-0.442191792690329	-3.13492699179635	-3.06843041055666	0.00382755589703321	0.00424035397851666	0.00246799125404188	0.00264388173434984	30	3.52904206673877	0.193722553388551	0.136785226960252	0.142778068024221	"O00468"	"AGRN"
1.41670832187911	2.91234154232908	3.05753631908083	0.00671101846200946	0.00436227292961985	0.00388445051117942	0.00270832476751459	30	3.52904206673877	0.193722553388551	1.62685550873495	1.47601354681489	"P05109"	"S100A8"
-0.466412586707666	-3.09102286737967	-3.05308656251427	0.00428122335149285	0.00441302019127231	0.00270577975933794	0.00272822183891318	30	3.52904206673877	0.193722553388551	0.156534038610607	0.160448252228451	"O75629"	"CREG1"
0.387686411481185	3.1895710019895	3.0473866440589	0.00332677495523747	0.00447884175050259	0.0021998451030564	0.0027572309284236	30	3.52904206673877	0.193722553388551	0.101570902696911	0.111270167327344	"Q9NZK5"	"ADA2"
0.947160737111183	2.91894078365784	3.03839790720723	0.00660177654633836	0.00458453337953489	0.00384642630667048	0.00281043762886813	30	3.52904206673877	0.193722553388551	0.72388488255918	0.668083551936037	"Q96G03"	"PGM2"
-0.555846067505434	-2.9990883005783	-3.02785819827049	0.00540233844649166	0.00471146706325066	0.00324912686228055	0.00287616652925305	30	3.52904206673877	0.193722553388551	0.236158331686264	0.231691826307156	"Q92484"	"SMPDL3A"
-0.437589315208832	-3.06172200540875	-3.00235459262725	0.00461200183048944	0.0050325037106548	0.00286266787264507	0.00305934624524433	30	3.52904206673877	0.193722553388551	0.14043475778125	0.14604347371079	"Q15223"	"NECTIN1"
-0.408098229001225	-3.08413367934432	-2.98975147504455	0.00435690203002686	0.00519867583785417	0.00273046993223829	0.00314725161360846	30	3.52904206673877	0.193722553388551	0.120374843309468	0.128094931281347	"P07998"	"RNASE1"
-0.541638567508982	-2.963031774503	-2.98777974089111	0.00591388768096951	0.00522513710502939	0.00352833346946795	0.00315019976035644	30	3.52904206673877	0.193722553388551	0.229730811509189	0.22594082379034	"P23582"	"NPPC"
0.604269159408589	2.9290082174443	2.98253412357779	0.00643835233916227	0.00529615517505252	0.00377863178423126	0.0031798760897844	30	3.52904206673877	0.193722553388551	0.292612167401641	0.282203709947918	"Q9NQ38"	"SPINK5"
-0.547530255125079	-2.95069318769433	-2.97931168017601	0.0060992319492663	0.00534023298147666	0.00359576407824612	0.00318857226242233	30	3.52904206673877	0.193722553388551	0.236723208656053	0.232197248116104	"Q6MZW2"	"FSTL4"
-0.596083825699462	-2.92765563363664	-2.97828507558089	0.00646008440985479	0.0053543478079432	0.00377863178423126	0.00318857226242233	30	3.52904206673877	0.193722553388551	0.285001663694489	0.275394236812357	"O94985"	"CLSTN1"
-0.415612817143659	-3.00431390261494	-2.93230162353428	0.00533177551593239	0.00602389812209859	0.00323275885512278	0.00357271423804582	30	3.52904206673877	0.193722553388551	0.131570932339945	0.138112595079965	"O75882"	"ATRN"
